,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init._target_,model.init.algorithm,model.init.k,model.init.m,model.init.metric,model.init.name,model.init.precompute,model.init.symmetric,model.init.weights,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
134,af8f40e710f72d4b6592cfabcc27f4f7,train,deckard.base.experiment.Experiment,af8f40e710f72d4b6592cfabcc27f4f7,truthseeker,cpu,af8f40e710f72d4b6592cfabcc27f4f7,af8f40e710f72d4b6592cfabcc27f4f7,GzipKNN,af8f40e710f72d4b6592cfabcc27f4f7,af8f40e710f72d4b6592cfabcc27f4f7,0.97,1.0361632919311523,cpu,1709314124.2780824,1709314111.8342564,12.851603669,0.12851603669,cpu,1709314111.8341768,1709314107.110823,4.874332519,0.04874332519,truthseeker/reports/gzip_knn/100-0/train/af8f40e710f72d4b6592cfabcc27f4f7/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,af8f40e710f72d4b6592cfabcc27f4f7,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
135,b236b5363d6578874818ec60b48c1cd5,train,deckard.base.experiment.Experiment,b236b5363d6578874818ec60b48c1cd5,truthseeker,cpu,b236b5363d6578874818ec60b48c1cd5,b236b5363d6578874818ec60b48c1cd5,GzipKNN,b236b5363d6578874818ec60b48c1cd5,b236b5363d6578874818ec60b48c1cd5,0.97,1.0361632919311523,cpu,1709314555.975272,1709314494.2159505,63.244070318,0.63244070318,cpu,1709314494.2158415,1709314475.39746,20.330328059,0.20330328059,truthseeker/reports/gzip_knn/100-0/train/b236b5363d6578874818ec60b48c1cd5/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b236b5363d6578874818ec60b48c1cd5,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,7,-1,Lzma,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
137,b764ca5fa8c47da7255c242360cba256,train,deckard.base.experiment.Experiment,b764ca5fa8c47da7255c242360cba256,truthseeker,cpu,b764ca5fa8c47da7255c242360cba256,b764ca5fa8c47da7255c242360cba256,GzipKNN,b764ca5fa8c47da7255c242360cba256,b764ca5fa8c47da7255c242360cba256,0.97,1.0361632919311523,cpu,1709315009.0036185,1709314996.6582203,12.687266088,0.12687266088,cpu,1709314996.6580803,1709314991.9194214,4.890380298,0.04890380298,truthseeker/reports/gzip_knn/100-0/train/b764ca5fa8c47da7255c242360cba256/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b764ca5fa8c47da7255c242360cba256,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,3,-1,Ratio,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
138,b7ba4f98467c3cff95b876843e529a4f,train,deckard.base.experiment.Experiment,b7ba4f98467c3cff95b876843e529a4f,truthseeker,cpu,b7ba4f98467c3cff95b876843e529a4f,b7ba4f98467c3cff95b876843e529a4f,GzipKNN,b7ba4f98467c3cff95b876843e529a4f,b7ba4f98467c3cff95b876843e529a4f,0.97,1.0361632919311523,cpu,1709314474.8668294,1709314461.8107624,13.455766089,0.13455766089,cpu,1709314461.8099363,1709314456.7698092,5.448914267,0.05448914267,truthseeker/reports/gzip_knn/100-0/train/b7ba4f98467c3cff95b876843e529a4f/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b7ba4f98467c3cff95b876843e529a4f,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Pickle,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
139,b8010b2d0bc6eab916bc73922a374e92,train,deckard.base.experiment.Experiment,b8010b2d0bc6eab916bc73922a374e92,truthseeker,cpu,b8010b2d0bc6eab916bc73922a374e92,b8010b2d0bc6eab916bc73922a374e92,GzipKNN,b8010b2d0bc6eab916bc73922a374e92,b8010b2d0bc6eab916bc73922a374e92,0.97,1.0361632919311523,cpu,1709314882.141232,1709314868.0624614,14.420949974,0.14420949974,cpu,1709314868.0623498,1709314863.274223,5.265616004,0.05265616004,truthseeker/reports/gzip_knn/100-0/train/b8010b2d0bc6eab916bc73922a374e92/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b8010b2d0bc6eab916bc73922a374e92,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Gzip,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
140,b83a9fa758c2620a3ae4df19c6e14afa,train,deckard.base.experiment.Experiment,b83a9fa758c2620a3ae4df19c6e14afa,truthseeker,cpu,b83a9fa758c2620a3ae4df19c6e14afa,b83a9fa758c2620a3ae4df19c6e14afa,GzipKNN,b83a9fa758c2620a3ae4df19c6e14afa,b83a9fa758c2620a3ae4df19c6e14afa,0.97,1.0361632919311523,cpu,1709315010.717429,1709314998.2483418,12.831512453,0.12831512453,cpu,1709314998.2481337,1709314993.694584,4.663762138,0.04663762138,truthseeker/reports/gzip_knn/100-0/train/b83a9fa758c2620a3ae4df19c6e14afa/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b83a9fa758c2620a3ae4df19c6e14afa,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Ratio,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
141,b87a1b335c9a1462fad929ba8e31d380,train,deckard.base.experiment.Experiment,b87a1b335c9a1462fad929ba8e31d380,truthseeker,cpu,b87a1b335c9a1462fad929ba8e31d380,b87a1b335c9a1462fad929ba8e31d380,GzipKNN,b87a1b335c9a1462fad929ba8e31d380,b87a1b335c9a1462fad929ba8e31d380,0.97,1.0361632919311523,cpu,1709314293.6167555,1709314280.7008648,13.44977579,0.1344977579,cpu,1709314280.7007864,1709314275.6426473,5.488510233,0.05488510233,truthseeker/reports/gzip_knn/100-0/train/b87a1b335c9a1462fad929ba8e31d380/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b87a1b335c9a1462fad929ba8e31d380,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Levenshtein,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
142,b8eee1a9d0473704e5282ae635bfd794,train,deckard.base.experiment.Experiment,b8eee1a9d0473704e5282ae635bfd794,truthseeker,cpu,b8eee1a9d0473704e5282ae635bfd794,b8eee1a9d0473704e5282ae635bfd794,GzipKNN,b8eee1a9d0473704e5282ae635bfd794,b8eee1a9d0473704e5282ae635bfd794,0.97,1.0361632919311523,cpu,1709313266.7752163,1709313254.1602676,13.126376773,0.13126376773,cpu,1709313254.160137,1709313249.343381,5.026577281,0.05026577281,truthseeker/reports/gzip_knn/100-0/train/b8eee1a9d0473704e5282ae635bfd794/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b8eee1a9d0473704e5282ae635bfd794,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Jaro,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
143,b9a27999bcb01cdeeb702fec074d5dd5,train,deckard.base.experiment.Experiment,b9a27999bcb01cdeeb702fec074d5dd5,truthseeker,cpu,b9a27999bcb01cdeeb702fec074d5dd5,b9a27999bcb01cdeeb702fec074d5dd5,GzipKNN,b9a27999bcb01cdeeb702fec074d5dd5,b9a27999bcb01cdeeb702fec074d5dd5,0.97,1.0361632919311523,cpu,1709312043.7379878,1709312030.3244135,13.826546247,0.13826546247,cpu,1709312030.3243358,1709312025.3179426,5.409125306,0.05409125306,truthseeker/reports/gzip_knn/100-0/train/b9a27999bcb01cdeeb702fec074d5dd5/predictions.json,truthseeker/reports/gzip_knn/100-0/train/b9a27999bcb01cdeeb702fec074d5dd5/exception.log,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b9a27999bcb01cdeeb702fec074d5dd5,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,3,-1,Ratio,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
144,b9cbb7e6a4ca5bb20acc42b33d8d0d17,train,deckard.base.experiment.Experiment,b9cbb7e6a4ca5bb20acc42b33d8d0d17,truthseeker,cpu,b9cbb7e6a4ca5bb20acc42b33d8d0d17,b9cbb7e6a4ca5bb20acc42b33d8d0d17,GzipKNN,b9cbb7e6a4ca5bb20acc42b33d8d0d17,b9cbb7e6a4ca5bb20acc42b33d8d0d17,0.97,1.0361632919311523,cpu,1709311765.8848388,1709311753.381984,12.972678674,0.12972678674,cpu,1709311753.38185,1709311748.511633,5.09742786,0.0509742786,truthseeker/reports/gzip_knn/100-0/train/b9cbb7e6a4ca5bb20acc42b33d8d0d17/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,b9cbb7e6a4ca5bb20acc42b33d8d0d17,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,1,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
147,be2add9e0540910e47e33d84e0e2e211,train,deckard.base.experiment.Experiment,be2add9e0540910e47e33d84e0e2e211,truthseeker,cpu,be2add9e0540910e47e33d84e0e2e211,be2add9e0540910e47e33d84e0e2e211,GzipKNN,be2add9e0540910e47e33d84e0e2e211,be2add9e0540910e47e33d84e0e2e211,0.97,1.0361632919311523,cpu,1709311695.3594608,1709311677.655681,18.801204762,0.18801204762,cpu,1709311677.6556067,1709311672.4120994,6.132076676,0.06132076676,truthseeker/reports/gzip_knn/100-0/train/be2add9e0540910e47e33d84e0e2e211/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,be2add9e0540910e47e33d84e0e2e211,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,1,-1,BZ2,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
148,be5da523c83b22cebdab2ceb4f01f207,train,deckard.base.experiment.Experiment,be5da523c83b22cebdab2ceb4f01f207,truthseeker,cpu,be5da523c83b22cebdab2ceb4f01f207,be5da523c83b22cebdab2ceb4f01f207,GzipKNN,be5da523c83b22cebdab2ceb4f01f207,be5da523c83b22cebdab2ceb4f01f207,0.97,1.0361632919311523,cpu,1709314320.8668346,1709314307.3702323,14.039068042,0.14039068042,cpu,1709314307.370098,1709314302.704287,5.222095693,0.05222095693,truthseeker/reports/gzip_knn/100-0/train/be5da523c83b22cebdab2ceb4f01f207/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,be5da523c83b22cebdab2ceb4f01f207,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Gzip,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
149,bfae84f2798891146a0bc39906c1562d,train,deckard.base.experiment.Experiment,bfae84f2798891146a0bc39906c1562d,truthseeker,cpu,bfae84f2798891146a0bc39906c1562d,bfae84f2798891146a0bc39906c1562d,GzipKNN,bfae84f2798891146a0bc39906c1562d,bfae84f2798891146a0bc39906c1562d,0.97,1.0361632919311523,cpu,1709312065.3354788,1709312053.222665,12.534998424,0.12534998424,cpu,1709312053.2225091,1709312048.4500108,4.942860385,0.04942860385,truthseeker/reports/gzip_knn/100-0/train/bfae84f2798891146a0bc39906c1562d/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,bfae84f2798891146a0bc39906c1562d,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Hamming,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
150,c0d654acc23aaef9364b55d239e15e0e,train,deckard.base.experiment.Experiment,c0d654acc23aaef9364b55d239e15e0e,truthseeker,cpu,c0d654acc23aaef9364b55d239e15e0e,c0d654acc23aaef9364b55d239e15e0e,GzipKNN,c0d654acc23aaef9364b55d239e15e0e,c0d654acc23aaef9364b55d239e15e0e,0.97,1.0361632919311523,cpu,1709315742.20287,1709315729.3481653,13.34878117,0.1334878117,cpu,1709315729.3480728,1709315724.4776073,4.98815508,0.0498815508,truthseeker/reports/gzip_knn/100-0/train/c0d654acc23aaef9364b55d239e15e0e/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,c0d654acc23aaef9364b55d239e15e0e,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,Pickle,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
151,c1c2474133c30f295d1acbef30e4d294,train,deckard.base.experiment.Experiment,c1c2474133c30f295d1acbef30e4d294,truthseeker,cpu,c1c2474133c30f295d1acbef30e4d294,c1c2474133c30f295d1acbef30e4d294,GzipKNN,c1c2474133c30f295d1acbef30e4d294,c1c2474133c30f295d1acbef30e4d294,0.97,1.0361632919311523,cpu,1709314398.5157876,1709314383.2120264,15.72553607,0.1572553607,cpu,1709314383.2117836,1709314377.4362564,6.14698187,0.0614698187,truthseeker/reports/gzip_knn/100-0/train/c1c2474133c30f295d1acbef30e4d294/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,c1c2474133c30f295d1acbef30e4d294,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
152,c290af275624349081b9bfdee7839a30,train,deckard.base.experiment.Experiment,c290af275624349081b9bfdee7839a30,truthseeker,cpu,c290af275624349081b9bfdee7839a30,c290af275624349081b9bfdee7839a30,GzipKNN,c290af275624349081b9bfdee7839a30,c290af275624349081b9bfdee7839a30,0.97,1.0361632919311523,cpu,1709314124.1643994,1709314111.882085,12.746011872,0.12746011872,cpu,1709314111.8819554,1709314107.0757043,4.94268701,0.0494268701,truthseeker/reports/gzip_knn/100-0/train/c290af275624349081b9bfdee7839a30/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,c290af275624349081b9bfdee7839a30,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Levenshtein,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
153,c49af8399733d837fbff4bbfe5c438b4,train,deckard.base.experiment.Experiment,c49af8399733d837fbff4bbfe5c438b4,truthseeker,cpu,c49af8399733d837fbff4bbfe5c438b4,c49af8399733d837fbff4bbfe5c438b4,GzipKNN,c49af8399733d837fbff4bbfe5c438b4,c49af8399733d837fbff4bbfe5c438b4,0.97,1.0361632919311523,cpu,1709314940.7343907,1709314928.6337256,12.533988345,0.12533988345,cpu,1709314928.633596,1709314924.04284,4.720416338,0.04720416338,truthseeker/reports/gzip_knn/100-0/train/c49af8399733d837fbff4bbfe5c438b4/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,c49af8399733d837fbff4bbfe5c438b4,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Hamming,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
155,c5faa2d38987d7303217680c41ed6c72,train,deckard.base.experiment.Experiment,c5faa2d38987d7303217680c41ed6c72,truthseeker,cpu,c5faa2d38987d7303217680c41ed6c72,c5faa2d38987d7303217680c41ed6c72,GzipKNN,c5faa2d38987d7303217680c41ed6c72,c5faa2d38987d7303217680c41ed6c72,0.97,1.0361632919311523,cpu,1709314862.7414896,1709314795.6457078,68.614736315,0.68614736315,cpu,1709314795.645632,1709314784.1176827,12.426400316,0.12426400316,truthseeker/reports/gzip_knn/100-0/train/c5faa2d38987d7303217680c41ed6c72/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,c5faa2d38987d7303217680c41ed6c72,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Lzma,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
