,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init._target_,model.init.algorithm,model.init.k,model.init.m,model.init.metric,model.init.name,model.init.precompute,model.init.symmetric,model.init.weights,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
99,8ae08da8d3b6e3902d2f23258625d214,train,deckard.base.experiment.Experiment,8ae08da8d3b6e3902d2f23258625d214,truthseeker,cpu,8ae08da8d3b6e3902d2f23258625d214,8ae08da8d3b6e3902d2f23258625d214,GzipKNN,8ae08da8d3b6e3902d2f23258625d214,8ae08da8d3b6e3902d2f23258625d214,0.97,1.0361632919311523,cpu,1709312227.2907865,1709312163.641889,65.110008273,0.65110008273,cpu,1709312163.641719,1709312152.8020935,11.734759985,0.11734759985,truthseeker/reports/gzip_knn/100-0/train/8ae08da8d3b6e3902d2f23258625d214/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,8ae08da8d3b6e3902d2f23258625d214,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,5,-1,Lzma,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
100,8b54970c4e396c2677887c577f08126a,train,deckard.base.experiment.Experiment,8b54970c4e396c2677887c577f08126a,truthseeker,cpu,8b54970c4e396c2677887c577f08126a,8b54970c4e396c2677887c577f08126a,GzipKNN,8b54970c4e396c2677887c577f08126a,8b54970c4e396c2677887c577f08126a,0.97,1.0361632919311523,cpu,1709315442.370496,1709315429.6144266,13.27392077,0.1327392077,cpu,1709315429.6142972,1709315424.8049076,5.000580413,0.05000580413,truthseeker/reports/gzip_knn/100-0/train/8b54970c4e396c2677887c577f08126a/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,8b54970c4e396c2677887c577f08126a,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,1,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
101,8db3ee56051addec7da4a10bcf50d1f1,train,deckard.base.experiment.Experiment,8db3ee56051addec7da4a10bcf50d1f1,truthseeker,cpu,8db3ee56051addec7da4a10bcf50d1f1,8db3ee56051addec7da4a10bcf50d1f1,GzipKNN,8db3ee56051addec7da4a10bcf50d1f1,8db3ee56051addec7da4a10bcf50d1f1,0.97,1.0361632919311523,cpu,1709314285.9849482,1709314273.122735,13.353928893,0.13353928893,cpu,1709314273.1226492,1709314268.119045,5.378439843,0.05378439843,truthseeker/reports/gzip_knn/100-0/train/8db3ee56051addec7da4a10bcf50d1f1/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,8db3ee56051addec7da4a10bcf50d1f1,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,3,-1,Levenshtein,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
102,8e292c6d374a9ca900f4aba51de905b7,train,deckard.base.experiment.Experiment,8e292c6d374a9ca900f4aba51de905b7,truthseeker,cpu,8e292c6d374a9ca900f4aba51de905b7,8e292c6d374a9ca900f4aba51de905b7,GzipKNN,8e292c6d374a9ca900f4aba51de905b7,8e292c6d374a9ca900f4aba51de905b7,0.97,1.0361632919311523,cpu,1709311544.019865,1709311531.5925376,12.824736054,0.12824736054,cpu,1709311531.5922778,1709311526.8957498,4.81589954,0.0481589954,truthseeker/reports/gzip_knn/100-0/train/8e292c6d374a9ca900f4aba51de905b7/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,8e292c6d374a9ca900f4aba51de905b7,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Pickle,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
104,8f0838f2a693868f9c7fd6a74b549b9b,train,deckard.base.experiment.Experiment,8f0838f2a693868f9c7fd6a74b549b9b,truthseeker,cpu,8f0838f2a693868f9c7fd6a74b549b9b,8f0838f2a693868f9c7fd6a74b549b9b,GzipKNN,8f0838f2a693868f9c7fd6a74b549b9b,8f0838f2a693868f9c7fd6a74b549b9b,0.97,1.0361632919311523,cpu,1709312489.8204458,1709312139.2134,350.887160751,3.50887160751,cpu,1709312139.213317,1709312113.9871902,25.542271284,0.25542271284,truthseeker/reports/gzip_knn/100-0/train/8f0838f2a693868f9c7fd6a74b549b9b/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,8f0838f2a693868f9c7fd6a74b549b9b,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,1,-1,SeqRatio,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
105,9069a961efc5eb33a31c2deef5889739,train,deckard.base.experiment.Experiment,9069a961efc5eb33a31c2deef5889739,truthseeker,cpu,9069a961efc5eb33a31c2deef5889739,9069a961efc5eb33a31c2deef5889739,GzipKNN,9069a961efc5eb33a31c2deef5889739,9069a961efc5eb33a31c2deef5889739,0.97,1.0361632919311523,cpu,1709314623.2777464,1709314610.1823215,13.464537922,0.13464537922,cpu,1709314610.1821873,1709314605.2169008,5.327401787,0.05327401787,truthseeker/reports/gzip_knn/100-0/train/9069a961efc5eb33a31c2deef5889739/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,9069a961efc5eb33a31c2deef5889739,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,5,-1,Pickle,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
106,91e092bb4870238103a47005dc4989b6,train,deckard.base.experiment.Experiment,91e092bb4870238103a47005dc4989b6,truthseeker,cpu,91e092bb4870238103a47005dc4989b6,91e092bb4870238103a47005dc4989b6,GzipKNN,91e092bb4870238103a47005dc4989b6,91e092bb4870238103a47005dc4989b6,0.97,1.0361632919311523,cpu,1709314493.2964182,1709314479.6972969,14.037243087,0.14037243087,cpu,1709314479.697101,1709314474.4510128,5.620845486,0.05620845486,truthseeker/reports/gzip_knn/100-0/train/91e092bb4870238103a47005dc4989b6/predictions.json,truthseeker/reports/gzip_knn/100-0/train/91e092bb4870238103a47005dc4989b6/exception.log,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,91e092bb4870238103a47005dc4989b6,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Pickle,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
111,97149f5cd023061bfc599ba72cc6b132,train,deckard.base.experiment.Experiment,97149f5cd023061bfc599ba72cc6b132,truthseeker,cpu,97149f5cd023061bfc599ba72cc6b132,97149f5cd023061bfc599ba72cc6b132,GzipKNN,97149f5cd023061bfc599ba72cc6b132,97149f5cd023061bfc599ba72cc6b132,0.97,1.0361632919311523,cpu,1709312930.190687,1709312916.9116223,13.652345967,0.13652345967,cpu,1709312916.9114268,1709312911.951723,5.363002,0.05363002,truthseeker/reports/gzip_knn/100-0/train/97149f5cd023061bfc599ba72cc6b132/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,97149f5cd023061bfc599ba72cc6b132,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Ratio,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
112,9725578d4bb694013c90ec61e6fbe201,train,deckard.base.experiment.Experiment,9725578d4bb694013c90ec61e6fbe201,truthseeker,cpu,9725578d4bb694013c90ec61e6fbe201,9725578d4bb694013c90ec61e6fbe201,GzipKNN,9725578d4bb694013c90ec61e6fbe201,9725578d4bb694013c90ec61e6fbe201,0.97,1.0361632919311523,cpu,1709313159.1298268,1709313087.455218,73.193840833,0.73193840833,cpu,1709313087.4550753,1709313069.874724,19.078888745,0.19078888745,truthseeker/reports/gzip_knn/100-0/train/9725578d4bb694013c90ec61e6fbe201/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,9725578d4bb694013c90ec61e6fbe201,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Lzma,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
113,977e1d13517575f45bb8e5db8644c1a0,train,deckard.base.experiment.Experiment,977e1d13517575f45bb8e5db8644c1a0,truthseeker,cpu,977e1d13517575f45bb8e5db8644c1a0,977e1d13517575f45bb8e5db8644c1a0,GzipKNN,977e1d13517575f45bb8e5db8644c1a0,977e1d13517575f45bb8e5db8644c1a0,0.97,1.0361632919311523,cpu,1709315061.7857597,1709315041.3035045,21.428454825,0.21428454825,cpu,1709315041.3034167,1709315034.886013,7.528526902,0.07528526902,truthseeker/reports/gzip_knn/100-0/train/977e1d13517575f45bb8e5db8644c1a0/predictions.json,truthseeker/reports/gzip_knn/100-0/train/977e1d13517575f45bb8e5db8644c1a0/exception.log,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,977e1d13517575f45bb8e5db8644c1a0,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,7,-1,BZ2,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
115,98922e97f882a36ef58d6918e802bcdc,train,deckard.base.experiment.Experiment,98922e97f882a36ef58d6918e802bcdc,truthseeker,cpu,98922e97f882a36ef58d6918e802bcdc,98922e97f882a36ef58d6918e802bcdc,GzipKNN,98922e97f882a36ef58d6918e802bcdc,98922e97f882a36ef58d6918e802bcdc,0.97,1.0361632919311523,cpu,1709314761.0163176,1709314748.5614116,12.827374556,0.12827374556,cpu,1709314748.5612972,1709314743.5961657,5.131738295,0.05131738295,truthseeker/reports/gzip_knn/100-0/train/98922e97f882a36ef58d6918e802bcdc/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,98922e97f882a36ef58d6918e802bcdc,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Pickle,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
116,99a4e3c206509ea719699577c380d712,train,deckard.base.experiment.Experiment,99a4e3c206509ea719699577c380d712,truthseeker,cpu,99a4e3c206509ea719699577c380d712,99a4e3c206509ea719699577c380d712,GzipKNN,99a4e3c206509ea719699577c380d712,99a4e3c206509ea719699577c380d712,0.93,2.417714347839356,cpu,1709314836.324756,1709314761.3312435,76.479848346,0.76479848346,cpu,1709314761.3310938,1709314743.695006,19.134498499,0.19134498499,truthseeker/reports/gzip_knn/100-0/train/99a4e3c206509ea719699577c380d712/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,99a4e3c206509ea719699577c380d712,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,1,-1,Lzma,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
118,9fea9b94a3d61516add6c0108b408623,train,deckard.base.experiment.Experiment,9fea9b94a3d61516add6c0108b408623,truthseeker,cpu,9fea9b94a3d61516add6c0108b408623,9fea9b94a3d61516add6c0108b408623,GzipKNN,9fea9b94a3d61516add6c0108b408623,9fea9b94a3d61516add6c0108b408623,0.97,1.0361632919311523,cpu,1709311933.7399316,1709311594.3978498,339.618531247,3.39618531247,cpu,1709311594.3977125,1709311575.5472574,19.165919199,0.19165919199,truthseeker/reports/gzip_knn/100-0/train/9fea9b94a3d61516add6c0108b408623/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,9fea9b94a3d61516add6c0108b408623,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,1,-1,SeqRatio,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
121,a30d4648ebe119a3734dd0ee2ac835ab,train,deckard.base.experiment.Experiment,a30d4648ebe119a3734dd0ee2ac835ab,truthseeker,cpu,a30d4648ebe119a3734dd0ee2ac835ab,a30d4648ebe119a3734dd0ee2ac835ab,GzipKNN,a30d4648ebe119a3734dd0ee2ac835ab,a30d4648ebe119a3734dd0ee2ac835ab,0.97,1.0361632918473211,cpu,1709311968.9179068,1709311953.068127,16.167015386,0.16167015386,cpu,1709314302.1823857,1709314296.2107415,6.339795963,0.06339795963,truthseeker/reports/gzip_knn/100-0/train/a30d4648ebe119a3734dd0ee2ac835ab/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,a30d4648ebe119a3734dd0ee2ac835ab,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,7,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
123,a670a3693117cd17f0473d07ecdef6dc,train,deckard.base.experiment.Experiment,a670a3693117cd17f0473d07ecdef6dc,truthseeker,cpu,a670a3693117cd17f0473d07ecdef6dc,a670a3693117cd17f0473d07ecdef6dc,GzipKNN,a670a3693117cd17f0473d07ecdef6dc,a670a3693117cd17f0473d07ecdef6dc,0.97,1.0361632919311523,cpu,1709313011.6481757,1709312995.7642622,16.288311979,0.16288311979,cpu,1709312995.764187,1709312989.4802427,6.598700086,0.06598700086,truthseeker/reports/gzip_knn/100-0/train/a670a3693117cd17f0473d07ecdef6dc/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,a670a3693117cd17f0473d07ecdef6dc,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,7,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
124,a6be0324f42fb0688a7673aed01c2a14,train,deckard.base.experiment.Experiment,a6be0324f42fb0688a7673aed01c2a14,truthseeker,cpu,a6be0324f42fb0688a7673aed01c2a14,a6be0324f42fb0688a7673aed01c2a14,GzipKNN,a6be0324f42fb0688a7673aed01c2a14,a6be0324f42fb0688a7673aed01c2a14,0.97,1.0361632919311523,cpu,1709314586.499578,1709314574.1443903,12.7460176,0.127460176,cpu,1709314574.1442778,1709314569.4368637,4.880380395,0.04880380395,truthseeker/reports/gzip_knn/100-0/train/a6be0324f42fb0688a7673aed01c2a14/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,a6be0324f42fb0688a7673aed01c2a14,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Jaro,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
127,ab0a5381f03df62a3c78ebc398845ea5,train,deckard.base.experiment.Experiment,ab0a5381f03df62a3c78ebc398845ea5,truthseeker,cpu,ab0a5381f03df62a3c78ebc398845ea5,ab0a5381f03df62a3c78ebc398845ea5,GzipKNN,ab0a5381f03df62a3c78ebc398845ea5,ab0a5381f03df62a3c78ebc398845ea5,0.97,1.0361632918473211,cpu,1709312081.7721431,1709312068.6005433,13.557854801,0.13557854801,cpu,1709314273.0094469,1709314268.1672442,5.206775104,0.05206775104,truthseeker/reports/gzip_knn/100-0/train/ab0a5381f03df62a3c78ebc398845ea5/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,ab0a5381f03df62a3c78ebc398845ea5,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Jaro,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
128,abeceb9d5bc6db5251ba1018c2173bc5,train,deckard.base.experiment.Experiment,abeceb9d5bc6db5251ba1018c2173bc5,truthseeker,cpu,abeceb9d5bc6db5251ba1018c2173bc5,abeceb9d5bc6db5251ba1018c2173bc5,GzipKNN,abeceb9d5bc6db5251ba1018c2173bc5,abeceb9d5bc6db5251ba1018c2173bc5,0.97,1.0361632919311523,cpu,1709315755.071888,1709315742.4492908,13.074758426,0.13074758426,cpu,1709315742.4491558,1709315737.532347,5.152227438,0.05152227438,truthseeker/reports/gzip_knn/100-0/train/abeceb9d5bc6db5251ba1018c2173bc5/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,abeceb9d5bc6db5251ba1018c2173bc5,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,3,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
131,ad808f0bd6d6845dec5b9711ba71fe13,train,deckard.base.experiment.Experiment,ad808f0bd6d6845dec5b9711ba71fe13,truthseeker,cpu,ad808f0bd6d6845dec5b9711ba71fe13,ad808f0bd6d6845dec5b9711ba71fe13,GzipKNN,ad808f0bd6d6845dec5b9711ba71fe13,ad808f0bd6d6845dec5b9711ba71fe13,0.97,1.0361632919311523,cpu,1709314956.9843109,1709314943.0464864,14.904411058,0.14904411058,cpu,1709314943.0463982,1709314937.7303555,6.254884141,0.06254884141,truthseeker/reports/gzip_knn/100-0/train/ad808f0bd6d6845dec5b9711ba71fe13/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,ad808f0bd6d6845dec5b9711ba71fe13,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Zstd,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
132,ada49c195a67d9a05ef0037cd3eae85d,train,deckard.base.experiment.Experiment,ada49c195a67d9a05ef0037cd3eae85d,truthseeker,cpu,ada49c195a67d9a05ef0037cd3eae85d,ada49c195a67d9a05ef0037cd3eae85d,GzipKNN,ada49c195a67d9a05ef0037cd3eae85d,ada49c195a67d9a05ef0037cd3eae85d,0.97,1.0361632919311523,cpu,1709313106.382146,1709313093.8578763,13.038386342,0.13038386342,cpu,1709313093.857739,1709313088.9395947,5.120244996,0.05120244996,truthseeker/reports/gzip_knn/100-0/train/ada49c195a67d9a05ef0037cd3eae85d/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,ada49c195a67d9a05ef0037cd3eae85d,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,3,-1,Levenshtein,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
