,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
a7db985ee6e2e3bffcdae78475245f3f,train,deckard.base.experiment.Experiment,a7db985ee6e2e3bffcdae78475245f3f,KDD NSL,cpu,a7db985ee6e2e3bffcdae78475245f3f,a7db985ee6e2e3bffcdae78475245f3f,k-KNN,a7db985ee6e2e3bffcdae78475245f3f,a7db985ee6e2e3bffcdae78475245f3f,0.9225,2.676763166579881,cpu,1725755898.0393145,1725755882.104778,17.36623815,0.043415595375,cpu,1725755882.1046536,1725755881.4963627,0.63467237,0.0317336185,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,20,deckard.base.files.FileConfig,data,ef005e04975437479422a5f344a1d198,.pkl,kdd_nsl,a7db985ee6e2e3bffcdae78475245f3f,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,20,label,brute,5,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
a90a0469f0123b5c0a4662d1be8bab8d,train,deckard.base.experiment.Experiment,a90a0469f0123b5c0a4662d1be8bab8d,KDD NSL,cpu,a90a0469f0123b5c0a4662d1be8bab8d,a90a0469f0123b5c0a4662d1be8bab8d,k-KNN,a90a0469f0123b5c0a4662d1be8bab8d,a90a0469f0123b5c0a4662d1be8bab8d,0.17,28.66749625077364,cpu,1725756038.130473,1725756034.1318536,4.06929856,0.0101732464,cpu,1725756034.13175,1725756033.9672878,0.16099058,0.008049529,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,20,deckard.base.files.FileConfig,data,53a46a715aa307d9affd8a1c6d74d40b,.pkl,kdd_nsl,a90a0469f0123b5c0a4662d1be8bab8d,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,20,label,brute,3,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e12961ee3119a671769799fb3ee8ae8e,train,deckard.base.experiment.Experiment,e12961ee3119a671769799fb3ee8ae8e,KDD NSL,cpu,e12961ee3119a671769799fb3ee8ae8e,e12961ee3119a671769799fb3ee8ae8e,k-KNN,e12961ee3119a671769799fb3ee8ae8e,e12961ee3119a671769799fb3ee8ae8e,0.4875,17.701242842006256,cpu,1725756049.2377338,1725756045.1137342,4.20952601,0.010523815025,cpu,1725756045.1136146,1725756044.9291055,0.18786436,0.009393218,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,20,deckard.base.files.FileConfig,data,da0b1cc778f24308421edd6293051ec0,.pkl,kdd_nsl,e12961ee3119a671769799fb3ee8ae8e,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,20,label,brute,3,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
a9b7d7734e29c7f41f06907049d62712,train,deckard.base.experiment.Experiment,a9b7d7734e29c7f41f06907049d62712,KDD NSL,cpu,a9b7d7734e29c7f41f06907049d62712,a9b7d7734e29c7f41f06907049d62712,k-KNN,a9b7d7734e29c7f41f06907049d62712,a9b7d7734e29c7f41f06907049d62712,0.335,22.968488200966725,cpu,1725756132.0896058,1725756122.0041938,10.31032379,0.025775809475,cpu,1725756122.003801,1725756121.6371117,0.36599697,0.0182998485,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,20,deckard.base.files.FileConfig,data,7b4f63311231ea52cc55858dddd898ef,.pkl,kdd_nsl,a9b7d7734e29c7f41f06907049d62712,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,20,label,brute,11,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
b0b024d19940a101166438d37c994635,train,deckard.base.experiment.Experiment,b0b024d19940a101166438d37c994635,KDD NSL,cpu,b0b024d19940a101166438d37c994635,b0b024d19940a101166438d37c994635,k-KNN,b0b024d19940a101166438d37c994635,b0b024d19940a101166438d37c994635,0.7125,9.930032146106376,cpu,1725756088.1170402,1725756083.5252776,4.71569803,0.011789245075,cpu,1725756083.525163,1725756083.3457985,0.172628,0.0086314,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,20,deckard.base.files.FileConfig,data,7b4f63311231ea52cc55858dddd898ef,.pkl,kdd_nsl,b0b024d19940a101166438d37c994635,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,20,label,brute,5,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
b128c12bb0660a550a7c51b83f57a124,train,deckard.base.experiment.Experiment,b128c12bb0660a550a7c51b83f57a124,KDD NSL,cpu,b128c12bb0660a550a7c51b83f57a124,b128c12bb0660a550a7c51b83f57a124,k-KNN,b128c12bb0660a550a7c51b83f57a124,b128c12bb0660a550a7c51b83f57a124,0.91,3.108497871516264,cpu,1725755931.34383,1725755926.3612149,5.28597342,0.01321493355,cpu,1725755926.3611023,1725755926.0935736,0.28019901,0.0140099505,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,8,True,400,20,deckard.base.files.FileConfig,data,291e0b7c90e41735d8a324462687c066,.pkl,kdd_nsl,b128c12bb0660a550a7c51b83f57a124,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,8,True,400,20,label,brute,3,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
b395d68bc6a54341c99dbd605f4ddb85,train,deckard.base.experiment.Experiment,b395d68bc6a54341c99dbd605f4ddb85,KDD NSL,cpu,b395d68bc6a54341c99dbd605f4ddb85,b395d68bc6a54341c99dbd605f4ddb85,k-KNN,b395d68bc6a54341c99dbd605f4ddb85,b395d68bc6a54341c99dbd605f4ddb85,0.915,2.935843969413221,cpu,1725755981.2785642,1725755977.12648,4.22310385,0.010557759625,cpu,1725755977.1263278,1725755976.9726222,0.15676167,0.0078380835,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,3,True,400,20,deckard.base.files.FileConfig,data,33098ff9529b2d680ae25eac4c7970f6,.pkl,kdd_nsl,b395d68bc6a54341c99dbd605f4ddb85,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,3,True,400,20,label,brute,3,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
b46929a70895adf73c84b47ab595bf22,train,deckard.base.experiment.Experiment,b46929a70895adf73c84b47ab595bf22,KDD NSL,cpu,b46929a70895adf73c84b47ab595bf22,b46929a70895adf73c84b47ab595bf22,k-KNN,b46929a70895adf73c84b47ab595bf22,b46929a70895adf73c84b47ab595bf22,0.9075,3.1948568064649936,cpu,1725755875.274246,1725755870.5547595,5.01521102,0.01253802755,cpu,1725755870.554587,1725755870.3118353,0.24934248,0.012467124,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,20,deckard.base.files.FileConfig,data,2d7a6be887dabd732efec4be21302a40,.pkl,kdd_nsl,b46929a70895adf73c84b47ab595bf22,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,20,label,brute,11,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
b4cfa9fb1e8eb03682f21cb876df5a77,train,deckard.base.experiment.Experiment,b4cfa9fb1e8eb03682f21cb876df5a77,KDD NSL,cpu,b4cfa9fb1e8eb03682f21cb876df5a77,b4cfa9fb1e8eb03682f21cb876df5a77,k-KNN,b4cfa9fb1e8eb03682f21cb876df5a77,b4cfa9fb1e8eb03682f21cb876df5a77,0.355,22.277864596580248,cpu,1725756016.494047,1725756012.2213857,4.367716,0.01091929,cpu,1725756012.221062,1725756012.0457425,0.17102686,0.008551343,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,20,deckard.base.files.FileConfig,data,2d7a6be887dabd732efec4be21302a40,.pkl,kdd_nsl,b4cfa9fb1e8eb03682f21cb876df5a77,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,20,label,brute,5,1,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
b4d6c3666532ad3284253647fb19ec0a,train,deckard.base.experiment.Experiment,b4d6c3666532ad3284253647fb19ec0a,KDD NSL,cpu,b4d6c3666532ad3284253647fb19ec0a,b4d6c3666532ad3284253647fb19ec0a,k-KNN,b4d6c3666532ad3284253647fb19ec0a,b4d6c3666532ad3284253647fb19ec0a,0.8325,5.785259039102568,cpu,1725756037.9910553,1725756033.9766915,4.09219256,0.0102304814,cpu,1725756033.9763825,1725756033.8080137,0.16333243,0.0081666215,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,20,deckard.base.files.FileConfig,data,7b4f63311231ea52cc55858dddd898ef,.pkl,kdd_nsl,b4d6c3666532ad3284253647fb19ec0a,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,20,label,brute,11,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
b5694ef5d26b90b95e39920951c4b16f,train,deckard.base.experiment.Experiment,b5694ef5d26b90b95e39920951c4b16f,KDD NSL,cpu,b5694ef5d26b90b95e39920951c4b16f,b5694ef5d26b90b95e39920951c4b16f,k-KNN,b5694ef5d26b90b95e39920951c4b16f,b5694ef5d26b90b95e39920951c4b16f,0.4975,17.35590905088368,cpu,1725755908.802686,1725755904.3697894,4.53614327,0.011340358175,cpu,1725755904.3696537,1725755904.2137,0.15245193,0.0076225965,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,3,True,400,20,deckard.base.files.FileConfig,data,33098ff9529b2d680ae25eac4c7970f6,.pkl,kdd_nsl,b5694ef5d26b90b95e39920951c4b16f,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,3,True,400,20,label,brute,1,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
ad63ed817a33d3a2c8fd020b967ce6c6,train,deckard.base.experiment.Experiment,ad63ed817a33d3a2c8fd020b967ce6c6,KDD NSL,cpu,ad63ed817a33d3a2c8fd020b967ce6c6,ad63ed817a33d3a2c8fd020b967ce6c6,k-KNN,ad63ed817a33d3a2c8fd020b967ce6c6,ad63ed817a33d3a2c8fd020b967ce6c6,0.73,9.325615553156895,cpu,1725756038.016493,1725756034.035719,4.06213892,0.0101553473,cpu,1725756034.035456,1725756033.8773715,0.15405338,0.007702669,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,20,deckard.base.files.FileConfig,data,7b4f63311231ea52cc55858dddd898ef,.pkl,kdd_nsl,ad63ed817a33d3a2c8fd020b967ce6c6,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,20,label,brute,1,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
9887e0cc1ff495a1f54f73debe1bd67a,train,deckard.base.experiment.Experiment,9887e0cc1ff495a1f54f73debe1bd67a,KDD NSL,cpu,9887e0cc1ff495a1f54f73debe1bd67a,9887e0cc1ff495a1f54f73debe1bd67a,k-KNN,9887e0cc1ff495a1f54f73debe1bd67a,9887e0cc1ff495a1f54f73debe1bd67a,0.91,3.1085378513877737,cpu,1725755874.8924687,1725755870.6005204,4.48551694,0.01121379235,cpu,1725755870.6003706,1725755870.3539054,0.25440996,0.012720498,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,400,20,deckard.base.files.FileConfig,data,2b463270d0ec062ba7274bd5da9d1df2,.pkl,kdd_nsl,9887e0cc1ff495a1f54f73debe1bd67a,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,400,20,label,brute,11,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e163912ac3f38cf829014a4f7d0a5b96,train,deckard.base.experiment.Experiment,e163912ac3f38cf829014a4f7d0a5b96,KDD NSL,cpu,e163912ac3f38cf829014a4f7d0a5b96,e163912ac3f38cf829014a4f7d0a5b96,k-KNN,e163912ac3f38cf829014a4f7d0a5b96,e163912ac3f38cf829014a4f7d0a5b96,0.885,3.9720152572348426,cpu,1725756142.7740383,1725756122.392682,21.89723441,0.054743086025,cpu,1725756122.3925765,1725756121.6368716,0.78300721,0.0391503605,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,20,deckard.base.files.FileConfig,data,7b4f63311231ea52cc55858dddd898ef,.pkl,kdd_nsl,e163912ac3f38cf829014a4f7d0a5b96,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,20,label,brute,5,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e30e8f37f3492d442a4dd62dbc392459,train,deckard.base.experiment.Experiment,e30e8f37f3492d442a4dd62dbc392459,KDD NSL,cpu,e30e8f37f3492d442a4dd62dbc392459,e30e8f37f3492d442a4dd62dbc392459,k-KNN,e30e8f37f3492d442a4dd62dbc392459,e30e8f37f3492d442a4dd62dbc392459,0.78,7.598598772661917,cpu,1725756016.5083594,1725756012.1682067,4.44994545,0.011124863625,cpu,1725756012.1681285,1725756012.0121057,0.15952168,0.007976084,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,20,deckard.base.files.FileConfig,data,cd8d29969d73af99f5e19a51a5dcc718,.pkl,kdd_nsl,e30e8f37f3492d442a4dd62dbc392459,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,20,label,brute,3,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
ae71c46f210aa6f26532a339f529a896,train,deckard.base.experiment.Experiment,ae71c46f210aa6f26532a339f529a896,KDD NSL,cpu,ae71c46f210aa6f26532a339f529a896,ae71c46f210aa6f26532a339f529a896,k-KNN,ae71c46f210aa6f26532a339f529a896,ae71c46f210aa6f26532a339f529a896,0.15,29.35830576156264,cpu,1725792222.5775008,1725792164.499608,59.0857944,0.147714486,cpu,1725792164.4991198,1725792141.9068303,22.96093149,0.0765364383,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,300,deckard.base.files.FileConfig,data,56225744f60456b81a92f95a4c267cf9,.pkl,kdd_nsl,ae71c46f210aa6f26532a339f529a896,predictions.json,reports/modified//gzip_knn/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,300,label,brute,5,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
cdd8387b667a2cee18b329758f346d6f,train,deckard.base.experiment.Experiment,cdd8387b667a2cee18b329758f346d6f,KDD NSL,cpu,cdd8387b667a2cee18b329758f346d6f,cdd8387b667a2cee18b329758f346d6f,k-KNN,cdd8387b667a2cee18b329758f346d6f,cdd8387b667a2cee18b329758f346d6f,0.1775,28.408473418753992,cpu,1725792223.9365149,1725792164.8765664,60.09591605,0.150239790125,cpu,1725792164.8764772,1725792141.906669,23.38003499,0.0779334499666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,cdd8387b667a2cee18b329758f346d6f,predictions.json,reports/modified//gzip_knn/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,brute,5,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
029ed3399ae20fbbad7cf5d73f8e9a87,train,deckard.base.experiment.Experiment,029ed3399ae20fbbad7cf5d73f8e9a87,KDD NSL,cpu,029ed3399ae20fbbad7cf5d73f8e9a87,029ed3399ae20fbbad7cf5d73f8e9a87,k-KNN,029ed3399ae20fbbad7cf5d73f8e9a87,029ed3399ae20fbbad7cf5d73f8e9a87,0.985,0.5180816459236612,cpu,1725841877.9929357,1725841500.388178,409.31398024,1.0232849506,cpu,1725841500.3868403,1725841259.4587233,253.73976374,0.50747952748,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,500,deckard.base.files.FileConfig,data,f76604e7037d1aa9a8aefec40e4ad203,.pkl,kdd_nsl,029ed3399ae20fbbad7cf5d73f8e9a87,predictions.json,reports/modified//gzip_knn/500/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,500,label,brute,11,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
0900c0b5e9272152f780be71d0ef36cd,train,deckard.base.experiment.Experiment,0900c0b5e9272152f780be71d0ef36cd,KDD NSL,cpu,0900c0b5e9272152f780be71d0ef36cd,0900c0b5e9272152f780be71d0ef36cd,k-KNN,0900c0b5e9272152f780be71d0ef36cd,0900c0b5e9272152f780be71d0ef36cd,0.9725,0.9498243468343466,cpu,1725841430.3231275,1725841326.7136514,100.46124489,0.251153112225,cpu,1725841326.712245,1725841259.474256,66.05346835,0.1321069367,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,500,deckard.base.files.FileConfig,data,f76604e7037d1aa9a8aefec40e4ad203,.pkl,kdd_nsl,0900c0b5e9272152f780be71d0ef36cd,predictions.json,reports/modified//gzip_knn/500/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,500,label,brute,11,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
0cdb36db344ea074cbe6434eeb78aaf6,train,deckard.base.experiment.Experiment,0cdb36db344ea074cbe6434eeb78aaf6,KDD NSL,cpu,0cdb36db344ea074cbe6434eeb78aaf6,0cdb36db344ea074cbe6434eeb78aaf6,k-KNN,0cdb36db344ea074cbe6434eeb78aaf6,0cdb36db344ea074cbe6434eeb78aaf6,0.9725,0.9498203488471958,cpu,1725839720.1133156,1725839588.482166,125.1329484,0.312832371,cpu,1725839588.4820864,1725839505.5166085,83.22704841,0.16645409682,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,500,deckard.base.files.FileConfig,data,3bc881b3d9baef37ae6fcb4b47981a2c,.pkl,kdd_nsl,0cdb36db344ea074cbe6434eeb78aaf6,predictions.json,reports/modified//gzip_knn/500/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,500,label,brute,3,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
31862a95c9efd66ff2499ed7d6d7e126,train,deckard.base.experiment.Experiment,31862a95c9efd66ff2499ed7d6d7e126,KDD NSL,cpu,31862a95c9efd66ff2499ed7d6d7e126,31862a95c9efd66ff2499ed7d6d7e126,k-KNN,31862a95c9efd66ff2499ed7d6d7e126,31862a95c9efd66ff2499ed7d6d7e126,0.4375,19.42836357016716,cpu,1725840813.1827955,1725840709.9102612,98.46436045,0.246160901125,cpu,1725840709.90989,1725840640.7478566,65.0901264,0.1301802528,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,500,deckard.base.files.FileConfig,data,f76604e7037d1aa9a8aefec40e4ad203,.pkl,kdd_nsl,31862a95c9efd66ff2499ed7d6d7e126,predictions.json,reports/modified//gzip_knn/500/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,500,label,brute,3,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
370dff70e5ba2eaa94ee752eca814410,train,deckard.base.experiment.Experiment,370dff70e5ba2eaa94ee752eca814410,KDD NSL,cpu,370dff70e5ba2eaa94ee752eca814410,370dff70e5ba2eaa94ee752eca814410,k-KNN,370dff70e5ba2eaa94ee752eca814410,370dff70e5ba2eaa94ee752eca814410,0.9875,0.4317387029235355,cpu,1725840632.1541257,1725840288.131351,381.24563334,0.95311408335,cpu,1725840288.1294284,1725840070.5574849,242.1732386,0.4843464772,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,500,deckard.base.files.FileConfig,data,f76604e7037d1aa9a8aefec40e4ad203,.pkl,kdd_nsl,370dff70e5ba2eaa94ee752eca814410,predictions.json,reports/modified//gzip_knn/500/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,500,label,brute,3,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
378183bf7351e342b916101a862177b2,train,deckard.base.experiment.Experiment,378183bf7351e342b916101a862177b2,KDD NSL,cpu,378183bf7351e342b916101a862177b2,378183bf7351e342b916101a862177b2,k-KNN,378183bf7351e342b916101a862177b2,378183bf7351e342b916101a862177b2,0.97,1.0361652908408967,cpu,1725844102.0891843,1725843527.2617495,592.95207421,1.482380185525,cpu,1725843527.260069,1725843163.971982,371.23423469,0.74246846938,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,500,deckard.base.files.FileConfig,data,02ea2587713032350c79370583caced3,.pkl,kdd_nsl,378183bf7351e342b916101a862177b2,predictions.json,reports/modified//gzip_knn/500/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,500,label,brute,7,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
480a2755bf6ef5679c1dd0cc462a5ceb,train,deckard.base.experiment.Experiment,480a2755bf6ef5679c1dd0cc462a5ceb,KDD NSL,cpu,480a2755bf6ef5679c1dd0cc462a5ceb,480a2755bf6ef5679c1dd0cc462a5ceb,k-KNN,480a2755bf6ef5679c1dd0cc462a5ceb,480a2755bf6ef5679c1dd0cc462a5ceb,0.975,0.8634754068534943,cpu,1725843159.044274,1725842779.3302057,409.85531108,1.0246382777,cpu,1725842779.3300576,1725842539.6617515,258.28556492,0.51657112984,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,400,500,deckard.base.files.FileConfig,data,222fc3c7a3f875390aa876e4e427cdec,.pkl,kdd_nsl,480a2755bf6ef5679c1dd0cc462a5ceb,predictions.json,reports/modified//gzip_knn/500/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,400,500,label,brute,3,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
62c5906f7eff6162c2ae7bd8a05b65a8,train,deckard.base.experiment.Experiment,62c5906f7eff6162c2ae7bd8a05b65a8,KDD NSL,cpu,62c5906f7eff6162c2ae7bd8a05b65a8,62c5906f7eff6162c2ae7bd8a05b65a8,k-KNN,62c5906f7eff6162c2ae7bd8a05b65a8,62c5906f7eff6162c2ae7bd8a05b65a8,0.9725,0.9498303438150733,cpu,1725840990.2551365,1725840886.1533716,99.09568805,0.247739220125,cpu,1725840886.1513228,1725840820.097201,63.98094971,0.12796189942,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,500,deckard.base.files.FileConfig,data,f76604e7037d1aa9a8aefec40e4ad203,.pkl,kdd_nsl,62c5906f7eff6162c2ae7bd8a05b65a8,predictions.json,reports/modified//gzip_knn/500/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,500,label,brute,3,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
