,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.penalty,model.init.solver,model.init.tol,model.init.max_iter,id,model.init.gamma,model.init.kernel
10,train,deckard.base.experiment.Experiment,88316f512e3f60a26e067b2f6755348f,DDoS,cpu,88316f512e3f60a26e067b2f6755348f,88316f512e3f60a26e067b2f6755348f,k-KNN,88316f512e3f60a26e067b2f6755348f,88316f512e3f60a26e067b2f6755348f,0.41644386,0.00041644386,1724189154.5114963,1724189154.8915763,cpu,110.18869516,0.2754717379,1724189154.8916883,1724189255.8678062,cpu,0.9875,0.4317446999042618,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,88316f512e3f60a26e067b2f6755348f,predictions.json,reports/condense/knn/gzip/0.5/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Random,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.5,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,88316f512e3f60a26e067b2f6755348f,,
11,train,deckard.base.experiment.Experiment,75ad86402349a0cb57c18bc0a369b04c,DDoS,cpu,75ad86402349a0cb57c18bc0a369b04c,75ad86402349a0cb57c18bc0a369b04c,k-KNN,75ad86402349a0cb57c18bc0a369b04c,75ad86402349a0cb57c18bc0a369b04c,1.3853487,0.0013853487,1724189264.0515182,1724189265.3941958,cpu,111.72284187,0.279307104675,1724189265.3942935,1724189367.574686,cpu,0.9875,0.4317446999042619,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,75ad86402349a0cb57c18bc0a369b04c,predictions.json,reports/condense/knn/gzip/0.5/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.5,GZIP,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,75ad86402349a0cb57c18bc0a369b04c,,
12,train,deckard.base.experiment.Experiment,63fce8f6d4084daa42712d3c81da8b5f,DDoS,cpu,63fce8f6d4084daa42712d3c81da8b5f,63fce8f6d4084daa42712d3c81da8b5f,k-KNN,63fce8f6d4084daa42712d3c81da8b5f,63fce8f6d4084daa42712d3c81da8b5f,0.55686782,0.00055686782,1724189154.5115397,1724189155.029112,cpu,109.76011923,0.274400298075,1724189155.029198,1724189255.562297,cpu,0.9875,0.4317446999042619,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,63fce8f6d4084daa42712d3c81da8b5f,predictions.json,reports/condense/knn/gzip/0.5/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,NearMiss,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.5,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,63fce8f6d4084daa42712d3c81da8b5f,,
13,train,deckard.base.experiment.Experiment,53572d0f22b0c833a21d025142460678,DDoS,cpu,53572d0f22b0c833a21d025142460678,53572d0f22b0c833a21d025142460678,k-KNN,53572d0f22b0c833a21d025142460678,53572d0f22b0c833a21d025142460678,1.37252696,0.00137252696,1724189044.007933,1724189045.3415906,cpu,110.30818765,0.275770469125,1724189045.3416755,1724189146.2964325,cpu,0.9875,0.4317446999042619,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,53572d0f22b0c833a21d025142460678,predictions.json,reports/condense/knn/gzip/0.5/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.5,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,53572d0f22b0c833a21d025142460678,,
14,train,deckard.base.experiment.Experiment,46b3a2ebebdddfe0ae31116045ddc62b,DDoS,cpu,46b3a2ebebdddfe0ae31116045ddc62b,46b3a2ebebdddfe0ae31116045ddc62b,k-KNN,46b3a2ebebdddfe0ae31116045ddc62b,46b3a2ebebdddfe0ae31116045ddc62b,0.41076268,0.00041076268,1724189154.5116525,1724189154.8835275,cpu,109.75952986,0.27439882465,1724189154.883617,1724189255.3835018,cpu,0.985,0.518093639885114,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,46b3a2ebebdddfe0ae31116045ddc62b,predictions.json,reports/condense/knn/gzip/0.5/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Medoid,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.5,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,46b3a2ebebdddfe0ae31116045ddc62b,,
15,train,deckard.base.experiment.Experiment,03fac9bf2303d73188a7f428c7a88a26,DDoS,cpu,03fac9bf2303d73188a7f428c7a88a26,03fac9bf2303d73188a7f428c7a88a26,k-KNN,03fac9bf2303d73188a7f428c7a88a26,03fac9bf2303d73188a7f428c7a88a26,1.35235362,0.00135235362,1724189487.5682375,1724189488.8860755,cpu,92.25078404,0.2306269601,1724189488.8861606,1724189573.7074635,cpu,0.985,0.518093639885114,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,03fac9bf2303d73188a7f428c7a88a26,predictions.json,reports/condense/knn/gzip/0.4/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/knn/gzip/symmetry_true/1000-400-0.npz,1.0,0.4,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,03fac9bf2303d73188a7f428c7a88a26,,
16,train,deckard.base.experiment.Experiment,8aacdba0949c6d00635964f2277ffb95,DDoS,cpu,8aacdba0949c6d00635964f2277ffb95,8aacdba0949c6d00635964f2277ffb95,k-KNN,8aacdba0949c6d00635964f2277ffb95,8aacdba0949c6d00635964f2277ffb95,0.42793401,0.00042793401,1724189818.5733974,1724189818.9652786,cpu,92.42125448,0.2310531362,1724189818.965376,1724189904.0062268,cpu,0.985,0.518093639885114,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,8aacdba0949c6d00635964f2277ffb95,predictions.json,reports/condense/knn/gzip/0.4/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,SVC,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.4,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,8aacdba0949c6d00635964f2277ffb95,,
17,train,deckard.base.experiment.Experiment,6c78eb0a6bb2b817ec2c0ba600e21c18,DDoS,cpu,6c78eb0a6bb2b817ec2c0ba600e21c18,6c78eb0a6bb2b817ec2c0ba600e21c18,k-KNN,6c78eb0a6bb2b817ec2c0ba600e21c18,6c78eb0a6bb2b817ec2c0ba600e21c18,0.98183043,0.00098183043,1724189818.5734732,1724189819.5257304,cpu,92.5025631,0.23125640775,1724189819.525826,1724189904.5462637,cpu,0.985,0.518093639885114,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,6c78eb0a6bb2b817ec2c0ba600e21c18,predictions.json,reports/condense/knn/gzip/0.4/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,KNN,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.4,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,6c78eb0a6bb2b817ec2c0ba600e21c18,,
18,train,deckard.base.experiment.Experiment,3c17ddd406ee8ccf985c4693cb169b08,DDoS,cpu,3c17ddd406ee8ccf985c4693cb169b08,3c17ddd406ee8ccf985c4693cb169b08,k-KNN,3c17ddd406ee8ccf985c4693cb169b08,3c17ddd406ee8ccf985c4693cb169b08,1.36008744,0.00136008744,1724189718.4246776,1724189719.7515128,cpu,92.35321159,0.230883028975,1724189719.75164,1724189804.7172916,cpu,0.985,0.518093639885114,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,3c17ddd406ee8ccf985c4693cb169b08,predictions.json,reports/condense/knn/gzip/0.4/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.4,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,3c17ddd406ee8ccf985c4693cb169b08,,
19,train,deckard.base.experiment.Experiment,eec5be5348136d89a799e01a6fb6c949,DDoS,cpu,eec5be5348136d89a799e01a6fb6c949,eec5be5348136d89a799e01a6fb6c949,k-KNN,eec5be5348136d89a799e01a6fb6c949,eec5be5348136d89a799e01a6fb6c949,1.37518677,0.00137518677,1724190035.1353185,1724190036.4764209,cpu,75.34184515,0.188354612875,1724190036.4765203,1724190106.058734,cpu,0.985,0.518093639885114,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,eec5be5348136d89a799e01a6fb6c949,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/knn/gzip/symmetry_true/1000-400-0.npz,1.0,0.3,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,eec5be5348136d89a799e01a6fb6c949,,
20,train,deckard.base.experiment.Experiment,7e34016dce5fe450fe03b648f3f7482a,DDoS,cpu,7e34016dce5fe450fe03b648f3f7482a,7e34016dce5fe450fe03b648f3f7482a,k-KNN,7e34016dce5fe450fe03b648f3f7482a,7e34016dce5fe450fe03b648f3f7482a,1.37229635,0.00137229635,1724190245.0991244,1724190246.437438,cpu,75.5303095,0.18882577375,1724190246.437533,1724190316.0506394,cpu,0.985,0.518093639885114,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,7e34016dce5fe450fe03b648f3f7482a,predictions.json,reports/condense/knn/gzip/0.3/symmetry_false/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/knn/gzip/symmetry_false/1000-400-0.npz,1.0,0.3,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,7e34016dce5fe450fe03b648f3f7482a,,
