,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
195,7fde6989077fb045fdc3383bbc7b8a77,train,deckard.base.experiment.Experiment,7fde6989077fb045fdc3383bbc7b8a77,ddos,cpu,7fde6989077fb045fdc3383bbc7b8a77,7fde6989077fb045fdc3383bbc7b8a77,GzipLogisticRegressor,7fde6989077fb045fdc3383bbc7b8a77,7fde6989077fb045fdc3383bbc7b8a77,0.6,13.815510559082032,cpu,1709305267.5831382,1709305258.4412184,10.137740912,0.5068870456,cpu,1709305258.4410653,1709305256.581738,2.063467362,0.1031733681,ddos/reports/gzip_logistic/20-0/train/7fde6989077fb045fdc3383bbc7b8a77/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,7fde6989077fb045fdc3383bbc7b8a77,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
196,812ef9ce79116670ab722158e1952b48,train,deckard.base.experiment.Experiment,812ef9ce79116670ab722158e1952b48,ddos,cpu,812ef9ce79116670ab722158e1952b48,812ef9ce79116670ab722158e1952b48,GzipLogisticRegressor,812ef9ce79116670ab722158e1952b48,812ef9ce79116670ab722158e1952b48,0.5,17.26938819885254,cpu,1709305198.064543,1709305190.4249113,8.486695816,0.4243347908,cpu,1709305190.424665,1709305188.7475631,1.784882248,0.0892441124,ddos/reports/gzip_logistic/20-0/train/812ef9ce79116670ab722158e1952b48/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,812ef9ce79116670ab722158e1952b48,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
197,83c358863593c8dbda9ebb9f9dd0c6a7,train,deckard.base.experiment.Experiment,83c358863593c8dbda9ebb9f9dd0c6a7,ddos,cpu,83c358863593c8dbda9ebb9f9dd0c6a7,83c358863593c8dbda9ebb9f9dd0c6a7,GzipLogisticRegressor,83c358863593c8dbda9ebb9f9dd0c6a7,83c358863593c8dbda9ebb9f9dd0c6a7,0.5,17.26938819885254,cpu,1709305153.4351487,1709305146.787265,7.370574863,0.36852874315,cpu,1709305146.7871592,1709305145.3658552,1.507107568,0.0753553784,ddos/reports/gzip_logistic/20-0/train/83c358863593c8dbda9ebb9f9dd0c6a7/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,83c358863593c8dbda9ebb9f9dd0c6a7,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
198,8505276e553c08a27c31284336ffa11b,train,deckard.base.experiment.Experiment,8505276e553c08a27c31284336ffa11b,ddos,cpu,8505276e553c08a27c31284336ffa11b,8505276e553c08a27c31284336ffa11b,GzipLogisticRegressor,8505276e553c08a27c31284336ffa11b,8505276e553c08a27c31284336ffa11b,0.58,14.506286087036132,cpu,1709305224.979595,1709305216.5274074,9.357025906,0.4678512953,cpu,1709305216.5271611,1709305214.7822435,1.925741128,0.0962870564,ddos/reports/gzip_logistic/20-0/train/8505276e553c08a27c31284336ffa11b/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,8505276e553c08a27c31284336ffa11b,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
199,8550e3a56a0c4387ddfb057e56b0b848,train,deckard.base.experiment.Experiment,8550e3a56a0c4387ddfb057e56b0b848,ddos,cpu,8550e3a56a0c4387ddfb057e56b0b848,8550e3a56a0c4387ddfb057e56b0b848,GzipLogisticRegressor,8550e3a56a0c4387ddfb057e56b0b848,8550e3a56a0c4387ddfb057e56b0b848,0.5,17.26938819885254,cpu,1709305084.8464916,1709305076.5763814,9.072545772,0.4536272886,cpu,1709305076.5760934,1709305074.5067768,2.23157608,0.111578804,ddos/reports/gzip_logistic/20-0/train/8550e3a56a0c4387ddfb057e56b0b848/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,8550e3a56a0c4387ddfb057e56b0b848,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
200,86278249502535c0342a851036b91589,train,deckard.base.experiment.Experiment,86278249502535c0342a851036b91589,ddos,cpu,86278249502535c0342a851036b91589,86278249502535c0342a851036b91589,GzipLogisticRegressor,86278249502535c0342a851036b91589,86278249502535c0342a851036b91589,0.5,17.26938819885254,cpu,1709305198.462685,1709305190.558683,8.715254398,0.4357627199,cpu,1709305190.5584702,1709305188.7917657,1.893552962,0.0946776481,ddos/reports/gzip_logistic/20-0/train/86278249502535c0342a851036b91589/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,86278249502535c0342a851036b91589,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
201,870ff3d0bfc790134e07e3a52210907c,train,deckard.base.experiment.Experiment,870ff3d0bfc790134e07e3a52210907c,ddos,cpu,870ff3d0bfc790134e07e3a52210907c,870ff3d0bfc790134e07e3a52210907c,GzipLogisticRegressor,870ff3d0bfc790134e07e3a52210907c,870ff3d0bfc790134e07e3a52210907c,0.94,2.0723265838623046,cpu,1709305198.001989,1709305190.573799,8.288746058,0.4144373029,cpu,1709305190.5735962,1709305188.8290172,1.92450555,0.0962252775,ddos/reports/gzip_logistic/20-0/train/870ff3d0bfc790134e07e3a52210907c/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,870ff3d0bfc790134e07e3a52210907c,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.01,deckard.base.model.ModelInitializer,,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
202,8d57892aca7f774aa269ef2f5876ca54,train,deckard.base.experiment.Experiment,8d57892aca7f774aa269ef2f5876ca54,ddos,cpu,8d57892aca7f774aa269ef2f5876ca54,8d57892aca7f774aa269ef2f5876ca54,GzipLogisticRegressor,8d57892aca7f774aa269ef2f5876ca54,8d57892aca7f774aa269ef2f5876ca54,0.5,17.26938819885254,cpu,1709305288.758231,1709305263.4564807,25.607475429,1.28037377145,cpu,1709305263.4563303,1709305256.310153,7.235545543,0.36177727715,ddos/reports/gzip_logistic/20-0/train/8d57892aca7f774aa269ef2f5876ca54/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,8d57892aca7f774aa269ef2f5876ca54,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,,False,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
203,939926cb605844cf55d8d23f84653aa7,train,deckard.base.experiment.Experiment,939926cb605844cf55d8d23f84653aa7,ddos,cpu,939926cb605844cf55d8d23f84653aa7,939926cb605844cf55d8d23f84653aa7,GzipLogisticRegressor,939926cb605844cf55d8d23f84653aa7,939926cb605844cf55d8d23f84653aa7,0.5,17.26938819885254,cpu,1709305308.1572845,1709305301.6388738,7.221162908,0.3610581454,cpu,1709305301.6386888,1709305300.240703,1.549117346,0.0774558673,ddos/reports/gzip_logistic/20-0/train/939926cb605844cf55d8d23f84653aa7/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,939926cb605844cf55d8d23f84653aa7,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
204,93eeb49b5d49d82be3ecc5dc349bf2ec,train,deckard.base.experiment.Experiment,93eeb49b5d49d82be3ecc5dc349bf2ec,ddos,cpu,93eeb49b5d49d82be3ecc5dc349bf2ec,93eeb49b5d49d82be3ecc5dc349bf2ec,GzipLogisticRegressor,93eeb49b5d49d82be3ecc5dc349bf2ec,93eeb49b5d49d82be3ecc5dc349bf2ec,0.23,26.59485782623291,cpu,1709305363.406036,1709305355.3539474,8.929831341,0.44649156705,cpu,1709305355.353759,1709305353.2348514,2.288724968,0.1144362484,ddos/reports/gzip_logistic/20-0/train/93eeb49b5d49d82be3ecc5dc349bf2ec/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,93eeb49b5d49d82be3ecc5dc349bf2ec,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
205,94ce134b08e9cff034b8e81f62152e12,train,deckard.base.experiment.Experiment,94ce134b08e9cff034b8e81f62152e12,ddos,cpu,94ce134b08e9cff034b8e81f62152e12,94ce134b08e9cff034b8e81f62152e12,GzipLogisticRegressor,94ce134b08e9cff034b8e81f62152e12,94ce134b08e9cff034b8e81f62152e12,0.5,17.26938819885254,cpu,1709305308.4153645,1709305301.7823386,7.317439085,0.36587195425,cpu,1709305301.78215,1709305300.2611504,1.617015835,0.08085079175,ddos/reports/gzip_logistic/20-0/train/94ce134b08e9cff034b8e81f62152e12/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,94ce134b08e9cff034b8e81f62152e12,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
206,9c8e2bcf381ae5c9198efd2c5d9dc9bf,train,deckard.base.experiment.Experiment,9c8e2bcf381ae5c9198efd2c5d9dc9bf,ddos,cpu,9c8e2bcf381ae5c9198efd2c5d9dc9bf,9c8e2bcf381ae5c9198efd2c5d9dc9bf,GzipLogisticRegressor,9c8e2bcf381ae5c9198efd2c5d9dc9bf,9c8e2bcf381ae5c9198efd2c5d9dc9bf,0.5,17.26938819885254,cpu,1709305224.8967235,1709305216.3282473,9.404885075,0.47024425375,cpu,1709305216.3280718,1709305214.5418358,1.874290131,0.09371450655,ddos/reports/gzip_logistic/20-0/train/9c8e2bcf381ae5c9198efd2c5d9dc9bf/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,9c8e2bcf381ae5c9198efd2c5d9dc9bf,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
207,9d95761b7b9d0423b2e4e860b4129e85,train,deckard.base.experiment.Experiment,9d95761b7b9d0423b2e4e860b4129e85,ddos,cpu,9d95761b7b9d0423b2e4e860b4129e85,9d95761b7b9d0423b2e4e860b4129e85,GzipLogisticRegressor,9d95761b7b9d0423b2e4e860b4129e85,9d95761b7b9d0423b2e4e860b4129e85,0.91,3.108489875793457,cpu,1709305158.222246,1709305147.675078,11.503214542,0.5751607271,cpu,1709305147.67492,1709305144.898626,3.023023831,0.15115119155,ddos/reports/gzip_logistic/20-0/train/9d95761b7b9d0423b2e4e860b4129e85/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,9d95761b7b9d0423b2e4e860b4129e85,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,1.0,deckard.base.model.ModelInitializer,,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
208,9daab3234d595c8953b8c9e60840a2f8,train,deckard.base.experiment.Experiment,9daab3234d595c8953b8c9e60840a2f8,ddos,cpu,9daab3234d595c8953b8c9e60840a2f8,9daab3234d595c8953b8c9e60840a2f8,GzipLogisticRegressor,9daab3234d595c8953b8c9e60840a2f8,9daab3234d595c8953b8c9e60840a2f8,0.5,17.26938819885254,cpu,1709305084.5831,1709305076.602103,8.788491305,0.43942456525,cpu,1709305076.6019578,1709305074.5502484,2.178443704,0.1089221852,ddos/reports/gzip_logistic/20-0/train/9daab3234d595c8953b8c9e60840a2f8/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,9daab3234d595c8953b8c9e60840a2f8,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
209,9de1e4a5e764bcb1f429aea3b0fcd31c,train,deckard.base.experiment.Experiment,9de1e4a5e764bcb1f429aea3b0fcd31c,ddos,cpu,9de1e4a5e764bcb1f429aea3b0fcd31c,9de1e4a5e764bcb1f429aea3b0fcd31c,GzipLogisticRegressor,9de1e4a5e764bcb1f429aea3b0fcd31c,9de1e4a5e764bcb1f429aea3b0fcd31c,0.51,16.924000434875488,cpu,1709305111.8447025,1709305104.4930172,8.122751346,0.4061375673,cpu,1709305104.4927998,1709305102.602686,2.014047692,0.1007023846,ddos/reports/gzip_logistic/20-0/train/9de1e4a5e764bcb1f429aea3b0fcd31c/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,9de1e4a5e764bcb1f429aea3b0fcd31c,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
210,9e87a883219f967153d870230cbcbbe8,train,deckard.base.experiment.Experiment,9e87a883219f967153d870230cbcbbe8,ddos,cpu,9e87a883219f967153d870230cbcbbe8,9e87a883219f967153d870230cbcbbe8,GzipLogisticRegressor,9e87a883219f967153d870230cbcbbe8,9e87a883219f967153d870230cbcbbe8,0.5,17.26938819885254,cpu,1709305084.4276495,1709305076.3415787,8.972190881,0.44860954405,cpu,1709305076.341434,1709305074.5405552,1.917323326,0.0958661663,ddos/reports/gzip_logistic/20-0/train/9e87a883219f967153d870230cbcbbe8/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,9e87a883219f967153d870230cbcbbe8,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
211,a1b32a325f07887b8b6ffb5c59b34cdd,train,deckard.base.experiment.Experiment,a1b32a325f07887b8b6ffb5c59b34cdd,ddos,cpu,a1b32a325f07887b8b6ffb5c59b34cdd,a1b32a325f07887b8b6ffb5c59b34cdd,GzipLogisticRegressor,a1b32a325f07887b8b6ffb5c59b34cdd,a1b32a325f07887b8b6ffb5c59b34cdd,0.5,17.26938819885254,cpu,1709305367.9695742,1709305356.1273434,12.933085034,0.6466542517,cpu,1709305356.1271017,1709305353.2961638,3.00204518,0.150102259,ddos/reports/gzip_logistic/20-0/train/a1b32a325f07887b8b6ffb5c59b34cdd/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,a1b32a325f07887b8b6ffb5c59b34cdd,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
212,a278a1dcd797d91eac7a6643dadec49c,train,deckard.base.experiment.Experiment,a278a1dcd797d91eac7a6643dadec49c,ddos,cpu,a278a1dcd797d91eac7a6643dadec49c,a278a1dcd797d91eac7a6643dadec49c,GzipLogisticRegressor,a278a1dcd797d91eac7a6643dadec49c,a278a1dcd797d91eac7a6643dadec49c,0.5,17.26938819885254,cpu,1709305173.7554786,1709305149.2105758,24.781931684,1.2390965842,cpu,1709305149.210366,1709305145.1034038,4.139347915,0.20696739575,ddos/reports/gzip_logistic/20-0/train/a278a1dcd797d91eac7a6643dadec49c/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,a278a1dcd797d91eac7a6643dadec49c,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,10.0,deckard.base.model.ModelInitializer,,False,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
213,a3ac89771d699453dbbe73e735541721,train,deckard.base.experiment.Experiment,a3ac89771d699453dbbe73e735541721,ddos,cpu,a3ac89771d699453dbbe73e735541721,a3ac89771d699453dbbe73e735541721,GzipLogisticRegressor,a3ac89771d699453dbbe73e735541721,a3ac89771d699453dbbe73e735541721,0.5,17.26938819885254,cpu,1709305243.9911177,1709305219.2918882,25.028594609,1.25142973045,cpu,1709305219.2913778,1709305214.6049364,4.727134152,0.2363567076,ddos/reports/gzip_logistic/20-0/train/a3ac89771d699453dbbe73e735541721/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,a3ac89771d699453dbbe73e735541721,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
