,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
299,4a2b9438861203883d94edc7686c1ac8,train,deckard.base.experiment.Experiment,4a2b9438861203883d94edc7686c1ac8,ddos,cpu,4a2b9438861203883d94edc7686c1ac8,4a2b9438861203883d94edc7686c1ac8,GzipLogisticRegressor,4a2b9438861203883d94edc7686c1ac8,4a2b9438861203883d94edc7686c1ac8,0.5,17.26938819885254,cpu,1709484722.236127,1709484711.3851132,11.079232388,0.05539616194,cpu,1709484711.385042,1709484695.8633983,15.955390445,0.079776952225,ddos/reports/gzip_logistic/200-0/train/4a2b9438861203883d94edc7686c1ac8/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,4a2b9438861203883d94edc7686c1ac8,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,1.0,deckard.base.model.ModelInitializer,,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
301,4ef4319ad41899eaf4aa0662ee6b8d60,train,deckard.base.experiment.Experiment,4ef4319ad41899eaf4aa0662ee6b8d60,ddos,cpu,4ef4319ad41899eaf4aa0662ee6b8d60,4ef4319ad41899eaf4aa0662ee6b8d60,GzipLogisticRegressor,4ef4319ad41899eaf4aa0662ee6b8d60,4ef4319ad41899eaf4aa0662ee6b8d60,0.5,17.26938819885254,cpu,1709479525.9983535,1709479514.8789508,11.412024504,0.05706012252,cpu,1709479514.8788142,1709479499.1497004,16.261091055,0.081305455275,ddos/reports/gzip_logistic/200-0/train/4ef4319ad41899eaf4aa0662ee6b8d60/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,4ef4319ad41899eaf4aa0662ee6b8d60,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
302,5553bfaa4158c54b91fc20e6a8f44a97,train,deckard.base.experiment.Experiment,5553bfaa4158c54b91fc20e6a8f44a97,ddos,cpu,5553bfaa4158c54b91fc20e6a8f44a97,5553bfaa4158c54b91fc20e6a8f44a97,GzipLogisticRegressor,5553bfaa4158c54b91fc20e6a8f44a97,5553bfaa4158c54b91fc20e6a8f44a97,0.98,0.6907755279541016,cpu,1709486317.4797132,1709486306.230428,11.512637485,0.057563187425,cpu,1709486306.2303574,1709486283.2730794,23.505905305,0.117529526525,ddos/reports/gzip_logistic/200-0/train/5553bfaa4158c54b91fc20e6a8f44a97/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,5553bfaa4158c54b91fc20e6a8f44a97,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
304,58fe5dde2301c467b5e388f5022fcf6d,train,deckard.base.experiment.Experiment,58fe5dde2301c467b5e388f5022fcf6d,ddos,cpu,58fe5dde2301c467b5e388f5022fcf6d,58fe5dde2301c467b5e388f5022fcf6d,GzipLogisticRegressor,58fe5dde2301c467b5e388f5022fcf6d,58fe5dde2301c467b5e388f5022fcf6d,0.5,17.26938819885254,cpu,1709479750.3277092,1709479739.2961078,11.282459097,0.056412295485,cpu,1709479739.2959993,1709479723.4902737,16.255462804,0.08127731402,ddos/reports/gzip_logistic/200-0/train/58fe5dde2301c467b5e388f5022fcf6d/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,58fe5dde2301c467b5e388f5022fcf6d,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,10.0,deckard.base.model.ModelInitializer,,False,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
305,5aebe088edf823d2933ad4a526f6014f,train,deckard.base.experiment.Experiment,5aebe088edf823d2933ad4a526f6014f,ddos,cpu,5aebe088edf823d2933ad4a526f6014f,5aebe088edf823d2933ad4a526f6014f,GzipLogisticRegressor,5aebe088edf823d2933ad4a526f6014f,5aebe088edf823d2933ad4a526f6014f,1.0,0.0,cpu,1709479955.600289,1709479940.7350786,15.948103716,0.07974051858,cpu,1709479940.735012,1709479911.6654236,31.256277844,0.15628138922,ddos/reports/gzip_logistic/200-0/train/5aebe088edf823d2933ad4a526f6014f/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,5aebe088edf823d2933ad4a526f6014f,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
306,5c15afbd81c73a5c97d0f8d233381609,train,deckard.base.experiment.Experiment,5c15afbd81c73a5c97d0f8d233381609,ddos,cpu,5c15afbd81c73a5c97d0f8d233381609,5c15afbd81c73a5c97d0f8d233381609,GzipLogisticRegressor,5c15afbd81c73a5c97d0f8d233381609,5c15afbd81c73a5c97d0f8d233381609,1.0,0.0,cpu,1709482824.6739562,1709482811.0942483,17.351191203,0.086755956015,cpu,1709482811.094184,1709482783.8405986,34.631715654,0.17315857827,ddos/reports/gzip_logistic/200-0/train/5c15afbd81c73a5c97d0f8d233381609/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,5c15afbd81c73a5c97d0f8d233381609,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
307,5f1c3c77d4d09f74cb0212f53bfdb97e,train,deckard.base.experiment.Experiment,5f1c3c77d4d09f74cb0212f53bfdb97e,ddos,cpu,5f1c3c77d4d09f74cb0212f53bfdb97e,5f1c3c77d4d09f74cb0212f53bfdb97e,GzipLogisticRegressor,5f1c3c77d4d09f74cb0212f53bfdb97e,5f1c3c77d4d09f74cb0212f53bfdb97e,0.5,17.26938819885254,cpu,1709479400.5521564,1709479389.0582185,12.04357344,0.0602178672,cpu,1709479389.0581448,1709479373.2977335,16.808146654,0.08404073327,ddos/reports/gzip_logistic/200-0/train/5f1c3c77d4d09f74cb0212f53bfdb97e/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,5f1c3c77d4d09f74cb0212f53bfdb97e,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
308,602fee40e0cc019622a042adda06d8d6,train,deckard.base.experiment.Experiment,602fee40e0cc019622a042adda06d8d6,ddos,cpu,602fee40e0cc019622a042adda06d8d6,602fee40e0cc019622a042adda06d8d6,GzipLogisticRegressor,602fee40e0cc019622a042adda06d8d6,602fee40e0cc019622a042adda06d8d6,0.5,17.26938819885254,cpu,1709479910.641849,1709479899.700908,11.209291908,0.05604645954,cpu,1709479899.7003767,1709479883.9515157,16.227330779,0.081136653895,ddos/reports/gzip_logistic/200-0/train/602fee40e0cc019622a042adda06d8d6/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,602fee40e0cc019622a042adda06d8d6,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Ratio,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
309,61d3c1eb58780be31054333198b1e2b7,train,deckard.base.experiment.Experiment,61d3c1eb58780be31054333198b1e2b7,ddos,cpu,61d3c1eb58780be31054333198b1e2b7,61d3c1eb58780be31054333198b1e2b7,GzipLogisticRegressor,61d3c1eb58780be31054333198b1e2b7,61d3c1eb58780be31054333198b1e2b7,0.5,17.26938819885254,cpu,1709486492.6392803,1709486482.0618544,10.831967188,0.05415983594,cpu,1709486482.061776,1709486466.8245535,15.710799719,0.078553998595,ddos/reports/gzip_logistic/200-0/train/61d3c1eb58780be31054333198b1e2b7/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,61d3c1eb58780be31054333198b1e2b7,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
310,6674cdbaf01d44d32e1bf0cc16d70702,train,deckard.base.experiment.Experiment,6674cdbaf01d44d32e1bf0cc16d70702,ddos,cpu,6674cdbaf01d44d32e1bf0cc16d70702,6674cdbaf01d44d32e1bf0cc16d70702,GzipLogisticRegressor,6674cdbaf01d44d32e1bf0cc16d70702,6674cdbaf01d44d32e1bf0cc16d70702,0.5,17.26938819885254,cpu,1709485239.6540897,1709485228.172187,12.071163929,0.060355819645,cpu,1709485228.172074,1709485212.5451818,16.768583743,0.083842918715,ddos/reports/gzip_logistic/200-0/train/6674cdbaf01d44d32e1bf0cc16d70702/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,6674cdbaf01d44d32e1bf0cc16d70702,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,1.0,deckard.base.model.ModelInitializer,,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
311,67bb5a256779dd1d67c07b601b2c1132,train,deckard.base.experiment.Experiment,67bb5a256779dd1d67c07b601b2c1132,ddos,cpu,67bb5a256779dd1d67c07b601b2c1132,67bb5a256779dd1d67c07b601b2c1132,GzipLogisticRegressor,67bb5a256779dd1d67c07b601b2c1132,67bb5a256779dd1d67c07b601b2c1132,1.0,0.0,cpu,1709478125.313609,1709478110.3768342,16.025890799,0.080129453995,cpu,1709478110.3761177,1709478080.987637,31.515247462,0.15757623731,ddos/reports/gzip_logistic/200-0/train/67bb5a256779dd1d67c07b601b2c1132/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,67bb5a256779dd1d67c07b601b2c1132,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Gzip,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
312,683bde62b577d15150e982ca33cfc3cc,train,deckard.base.experiment.Experiment,683bde62b577d15150e982ca33cfc3cc,ddos,cpu,683bde62b577d15150e982ca33cfc3cc,683bde62b577d15150e982ca33cfc3cc,GzipLogisticRegressor,683bde62b577d15150e982ca33cfc3cc,683bde62b577d15150e982ca33cfc3cc,0.5,17.26938819885254,cpu,1709485710.677589,1709485699.6825297,11.260565485,0.056302827425,cpu,1709485699.681986,1709485684.0769975,16.040202487,0.080201012435,ddos/reports/gzip_logistic/200-0/train/683bde62b577d15150e982ca33cfc3cc/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,683bde62b577d15150e982ca33cfc3cc,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.01,deckard.base.model.ModelInitializer,,False,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
313,69d81890ce2eb98bba33529fcacb3e33,train,deckard.base.experiment.Experiment,69d81890ce2eb98bba33529fcacb3e33,ddos,cpu,69d81890ce2eb98bba33529fcacb3e33,69d81890ce2eb98bba33529fcacb3e33,GzipLogisticRegressor,69d81890ce2eb98bba33529fcacb3e33,69d81890ce2eb98bba33529fcacb3e33,0.98,0.6907755279541016,cpu,1709476990.600603,1709476979.109465,11.790522057,0.058952610285,cpu,1709476979.1093967,1709476956.0775714,23.594260312,0.11797130156,ddos/reports/gzip_logistic/200-0/train/69d81890ce2eb98bba33529fcacb3e33/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,69d81890ce2eb98bba33529fcacb3e33,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
314,6aa0ef198bce6de9e6c6c13d3247fbb4,train,deckard.base.experiment.Experiment,6aa0ef198bce6de9e6c6c13d3247fbb4,ddos,cpu,6aa0ef198bce6de9e6c6c13d3247fbb4,6aa0ef198bce6de9e6c6c13d3247fbb4,GzipLogisticRegressor,6aa0ef198bce6de9e6c6c13d3247fbb4,6aa0ef198bce6de9e6c6c13d3247fbb4,0.5,17.26938819885254,cpu,1709485190.9781315,1709484978.787985,218.68110108,1.0934055054,cpu,1709484978.786666,1709484727.1423504,257.7465185,1.2887325925,ddos/reports/gzip_logistic/200-0/train/6aa0ef198bce6de9e6c6c13d3247fbb4/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,6aa0ef198bce6de9e6c6c13d3247fbb4,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,100.0,deckard.base.model.ModelInitializer,,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
315,6d0444ff581da999002070467aa3caac,train,deckard.base.experiment.Experiment,6d0444ff581da999002070467aa3caac,ddos,cpu,6d0444ff581da999002070467aa3caac,6d0444ff581da999002070467aa3caac,GzipLogisticRegressor,6d0444ff581da999002070467aa3caac,6d0444ff581da999002070467aa3caac,0.5,17.26938819885254,cpu,1709477248.9617407,1709477237.5779946,11.959334012,0.05979667006,cpu,1709477237.5773623,1709477214.7335713,23.893919172,0.11946959586,ddos/reports/gzip_logistic/200-0/train/6d0444ff581da999002070467aa3caac/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,6d0444ff581da999002070467aa3caac,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
316,6fcd40a4e3a84b9c86cb1c27ec5a4d28,train,deckard.base.experiment.Experiment,6fcd40a4e3a84b9c86cb1c27ec5a4d28,ddos,cpu,6fcd40a4e3a84b9c86cb1c27ec5a4d28,6fcd40a4e3a84b9c86cb1c27ec5a4d28,GzipLogisticRegressor,6fcd40a4e3a84b9c86cb1c27ec5a4d28,6fcd40a4e3a84b9c86cb1c27ec5a4d28,0.5,17.26938819885254,cpu,1709485683.042241,1709485671.979489,11.349024774,0.05674512387,cpu,1709485671.979352,1709485656.2712018,16.18646313,0.08093231565,ddos/reports/gzip_logistic/200-0/train/6fcd40a4e3a84b9c86cb1c27ec5a4d28/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,6fcd40a4e3a84b9c86cb1c27ec5a4d28,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
317,75d8bc52f989e6f53b02d68a4030e9ad,train,deckard.base.experiment.Experiment,75d8bc52f989e6f53b02d68a4030e9ad,ddos,cpu,75d8bc52f989e6f53b02d68a4030e9ad,75d8bc52f989e6f53b02d68a4030e9ad,GzipLogisticRegressor,75d8bc52f989e6f53b02d68a4030e9ad,75d8bc52f989e6f53b02d68a4030e9ad,0.5,17.26938819885254,cpu,1709476191.2458944,1709476176.1971383,16.115198453,0.080575992265,cpu,1709476176.1966689,1709476157.3782852,20.159208558,0.10079604279,ddos/reports/gzip_logistic/200-0/train/75d8bc52f989e6f53b02d68a4030e9ad/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,75d8bc52f989e6f53b02d68a4030e9ad,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
318,7683664634938dc8e013f07c10943ef1,train,deckard.base.experiment.Experiment,7683664634938dc8e013f07c10943ef1,ddos,cpu,7683664634938dc8e013f07c10943ef1,7683664634938dc8e013f07c10943ef1,GzipLogisticRegressor,7683664634938dc8e013f07c10943ef1,7683664634938dc8e013f07c10943ef1,0.5,17.26938819885254,cpu,1709485446.7523625,1709485412.8340735,39.82086748,0.1991043374,cpu,1709485412.8335114,1709485373.510398,45.4221559,0.2271107795,ddos/reports/gzip_logistic/200-0/train/7683664634938dc8e013f07c10943ef1/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,7683664634938dc8e013f07c10943ef1,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.01,deckard.base.model.ModelInitializer,,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
