,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,data._target_,data.name,data.target,data.sample._target_,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample._target_,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
211,9a5d3d6a592ca96b457c035ae67dbc4d,train,deckard.base.experiment.Experiment,9a5d3d6a592ca96b457c035ae67dbc4d,kdd_nsl,cpu,9a5d3d6a592ca96b457c035ae67dbc4d,9a5d3d6a592ca96b457c035ae67dbc4d,GzipLogisticRegressor,9a5d3d6a592ca96b457c035ae67dbc4d,9a5d3d6a592ca96b457c035ae67dbc4d,0.53,16.233224906921386,cpu,1709300023.3715937,1709300013.5803692,10.143079924,0.5071539962,cpu,1709300013.5800624,1709300011.363394,2.300548487,0.11502742435,kdd_nsl/reports/gzip_logistic/20-0/train/9a5d3d6a592ca96b457c035ae67dbc4d/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,9a5d3d6a592ca96b457c035ae67dbc4d,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
212,9ac1d1687b93e1653e674d0c1a0ec477,train,deckard.base.experiment.Experiment,9ac1d1687b93e1653e674d0c1a0ec477,kdd_nsl,cpu,9ac1d1687b93e1653e674d0c1a0ec477,9ac1d1687b93e1653e674d0c1a0ec477,GzipLogisticRegressor,9ac1d1687b93e1653e674d0c1a0ec477,9ac1d1687b93e1653e674d0c1a0ec477,0.47,18.30555149078369,cpu,1709299967.5658665,1709299961.0206108,7.150826339,0.35754131695,cpu,1709299961.0204809,1709299959.4059198,1.703021236,0.0851510618,kdd_nsl/reports/gzip_logistic/20-0/train/9ac1d1687b93e1653e674d0c1a0ec477/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,9ac1d1687b93e1653e674d0c1a0ec477,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
213,9c8efaa46f882220f7fc078b8a48cafe,train,deckard.base.experiment.Experiment,9c8efaa46f882220f7fc078b8a48cafe,kdd_nsl,cpu,9c8efaa46f882220f7fc078b8a48cafe,9c8efaa46f882220f7fc078b8a48cafe,GzipLogisticRegressor,9c8efaa46f882220f7fc078b8a48cafe,9c8efaa46f882220f7fc078b8a48cafe,0.94,2.0723265838623046,cpu,1709300043.9793177,1709300036.0277605,8.698521124,0.4349260562,cpu,1709300036.0276392,1709300034.1988592,1.991575009,0.09957875045,kdd_nsl/reports/gzip_logistic/20-0/train/9c8efaa46f882220f7fc078b8a48cafe/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,9c8efaa46f882220f7fc078b8a48cafe,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,100.0,deckard.base.model.ModelInitializer,,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
214,a097c6b505b5eda77203961309659805,train,deckard.base.experiment.Experiment,a097c6b505b5eda77203961309659805,kdd_nsl,cpu,a097c6b505b5eda77203961309659805,a097c6b505b5eda77203961309659805,GzipLogisticRegressor,a097c6b505b5eda77203961309659805,a097c6b505b5eda77203961309659805,0.47,18.30555149078369,cpu,1709299893.8056655,1709299886.42519,7.870800528,0.3935400264,cpu,1709299886.425045,1709299884.623536,1.873786251,0.09368931255,kdd_nsl/reports/gzip_logistic/20-0/train/a097c6b505b5eda77203961309659805/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,a097c6b505b5eda77203961309659805,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
216,a887bafe9de8918e42ea51eff83d8ae1,train,deckard.base.experiment.Experiment,a887bafe9de8918e42ea51eff83d8ae1,kdd_nsl,cpu,a887bafe9de8918e42ea51eff83d8ae1,a887bafe9de8918e42ea51eff83d8ae1,GzipLogisticRegressor,a887bafe9de8918e42ea51eff83d8ae1,a887bafe9de8918e42ea51eff83d8ae1,0.53,16.233224906921386,cpu,1709299918.9165325,1709299911.8674252,7.498452064,0.3749226032,cpu,1709299911.8672538,1709299910.04673,1.913310586,0.0956655293,kdd_nsl/reports/gzip_logistic/20-0/train/a887bafe9de8918e42ea51eff83d8ae1/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,a887bafe9de8918e42ea51eff83d8ae1,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,1.0,deckard.base.model.ModelInitializer,,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
217,a9a50244e8a9f460d1573a7eec1074c0,train,deckard.base.experiment.Experiment,a9a50244e8a9f460d1573a7eec1074c0,kdd_nsl,cpu,a9a50244e8a9f460d1573a7eec1074c0,a9a50244e8a9f460d1573a7eec1074c0,GzipLogisticRegressor,a9a50244e8a9f460d1573a7eec1074c0,a9a50244e8a9f460d1573a7eec1074c0,0.61,13.47012279510498,cpu,1709299895.5117717,1709299887.0857728,8.928612616,0.4464306308,cpu,1709299887.085515,1709299884.5786912,2.579271379,0.12896356895,kdd_nsl/reports/gzip_logistic/20-0/train/a9a50244e8a9f460d1573a7eec1074c0/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,a9a50244e8a9f460d1573a7eec1074c0,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
218,aa06c2723cf8244d975e9309662529f5,train,deckard.base.experiment.Experiment,aa06c2723cf8244d975e9309662529f5,kdd_nsl,cpu,aa06c2723cf8244d975e9309662529f5,aa06c2723cf8244d975e9309662529f5,GzipLogisticRegressor,aa06c2723cf8244d975e9309662529f5,aa06c2723cf8244d975e9309662529f5,0.47,18.30555149078369,cpu,1709299992.1465223,1709299983.640012,9.090274056,0.4545137028,cpu,1709299983.6398826,1709299982.153251,1.545952366,0.0772976183,kdd_nsl/reports/gzip_logistic/20-0/train/aa06c2723cf8244d975e9309662529f5/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,aa06c2723cf8244d975e9309662529f5,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,1.0,deckard.base.model.ModelInitializer,,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
219,aeffecaa73fa8115f9773b037ebffd85,train,deckard.base.experiment.Experiment,aeffecaa73fa8115f9773b037ebffd85,kdd_nsl,cpu,aeffecaa73fa8115f9773b037ebffd85,aeffecaa73fa8115f9773b037ebffd85,GzipLogisticRegressor,aeffecaa73fa8115f9773b037ebffd85,aeffecaa73fa8115f9773b037ebffd85,0.9,3.453877639770508,cpu,1709299868.826915,1709299859.596217,9.820956084,0.4910478042,cpu,1709299859.5960848,1709299857.9445996,1.758555756,0.0879277878,kdd_nsl/reports/gzip_logistic/20-0/train/aeffecaa73fa8115f9773b037ebffd85/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,aeffecaa73fa8115f9773b037ebffd85,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
220,af347444ec3fc1ed0e909dd8df560647,train,deckard.base.experiment.Experiment,af347444ec3fc1ed0e909dd8df560647,kdd_nsl,cpu,af347444ec3fc1ed0e909dd8df560647,af347444ec3fc1ed0e909dd8df560647,GzipLogisticRegressor,af347444ec3fc1ed0e909dd8df560647,af347444ec3fc1ed0e909dd8df560647,0.94,2.0723265838623046,cpu,1709299992.444111,1709299983.7704122,9.55064851,0.4775324255,cpu,1709299983.7700715,1709299982.174138,1.754744681,0.08773723405,kdd_nsl/reports/gzip_logistic/20-0/train/af347444ec3fc1ed0e909dd8df560647/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,af347444ec3fc1ed0e909dd8df560647,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,10.0,deckard.base.model.ModelInitializer,,False,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
221,b242f1525c5aeaebf8e95a2359afe1b8,train,deckard.base.experiment.Experiment,b242f1525c5aeaebf8e95a2359afe1b8,kdd_nsl,cpu,b242f1525c5aeaebf8e95a2359afe1b8,b242f1525c5aeaebf8e95a2359afe1b8,GzipLogisticRegressor,b242f1525c5aeaebf8e95a2359afe1b8,b242f1525c5aeaebf8e95a2359afe1b8,0.92,2.7631021118164063,cpu,1709299948.4692688,1709299937.155207,11.781293931,0.58906469655,cpu,1709299937.155027,1709299933.2703736,4.017619736,0.2008809868,kdd_nsl/reports/gzip_logistic/20-0/train/b242f1525c5aeaebf8e95a2359afe1b8/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,b242f1525c5aeaebf8e95a2359afe1b8,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
222,b4217f0a419436bb877916c3fbc79fde,train,deckard.base.experiment.Experiment,b4217f0a419436bb877916c3fbc79fde,kdd_nsl,cpu,b4217f0a419436bb877916c3fbc79fde,b4217f0a419436bb877916c3fbc79fde,GzipLogisticRegressor,b4217f0a419436bb877916c3fbc79fde,b4217f0a419436bb877916c3fbc79fde,0.53,16.233224906921386,cpu,1709300048.504985,1709300041.578757,7.54221879,0.3771109395,cpu,1709300041.5786295,1709300039.480903,2.183486839,0.10917434195,kdd_nsl/reports/gzip_logistic/20-0/train/b4217f0a419436bb877916c3fbc79fde/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,b4217f0a419436bb877916c3fbc79fde,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,1.0,deckard.base.model.ModelInitializer,,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
223,b4e3cfcae01a25e298ec9f4621220d44,train,deckard.base.experiment.Experiment,b4e3cfcae01a25e298ec9f4621220d44,kdd_nsl,cpu,b4e3cfcae01a25e298ec9f4621220d44,b4e3cfcae01a25e298ec9f4621220d44,GzipLogisticRegressor,b4e3cfcae01a25e298ec9f4621220d44,b4e3cfcae01a25e298ec9f4621220d44,0.85,5.180816459236603,cpu,1709299869.0993383,1709299859.9771388,9.713205737,0.48566028685,cpu,1709299886.554855,1709299884.5886157,2.076056766,0.1038028383,kdd_nsl/reports/gzip_logistic/20-0/train/b4e3cfcae01a25e298ec9f4621220d44/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,b4e3cfcae01a25e298ec9f4621220d44,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
224,b658f0bcd14f06d3e804476b50294fcd,train,deckard.base.experiment.Experiment,b658f0bcd14f06d3e804476b50294fcd,kdd_nsl,cpu,b658f0bcd14f06d3e804476b50294fcd,b658f0bcd14f06d3e804476b50294fcd,GzipLogisticRegressor,b658f0bcd14f06d3e804476b50294fcd,b658f0bcd14f06d3e804476b50294fcd,0.32,23.48636795043945,cpu,1709300019.5174654,1709300013.2285612,6.642388319,0.33211941595,cpu,1709300013.2284188,1709300011.3595643,1.964358254,0.0982179127,kdd_nsl/reports/gzip_logistic/20-0/train/b658f0bcd14f06d3e804476b50294fcd/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,b658f0bcd14f06d3e804476b50294fcd,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.1,deckard.base.model.ModelInitializer,,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
225,baee3b2aa43222faa3bbb038209f7bcf,train,deckard.base.experiment.Experiment,baee3b2aa43222faa3bbb038209f7bcf,kdd_nsl,cpu,baee3b2aa43222faa3bbb038209f7bcf,baee3b2aa43222faa3bbb038209f7bcf,GzipLogisticRegressor,baee3b2aa43222faa3bbb038209f7bcf,baee3b2aa43222faa3bbb038209f7bcf,0.47,18.30555149078369,cpu,1709299918.838269,1709299911.7468204,7.826293034,0.3913146517,cpu,1709299911.7465484,1709299909.963133,1.876569553,0.09382847765,kdd_nsl/reports/gzip_logistic/20-0/train/baee3b2aa43222faa3bbb038209f7bcf/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,baee3b2aa43222faa3bbb038209f7bcf,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
226,c0a9c13532d69c7a00b1e0f3dc0fef41,train,deckard.base.experiment.Experiment,c0a9c13532d69c7a00b1e0f3dc0fef41,kdd_nsl,cpu,c0a9c13532d69c7a00b1e0f3dc0fef41,c0a9c13532d69c7a00b1e0f3dc0fef41,GzipLogisticRegressor,c0a9c13532d69c7a00b1e0f3dc0fef41,c0a9c13532d69c7a00b1e0f3dc0fef41,0.47,18.30555149078369,cpu,1709300043.7193742,1709300035.7750242,8.929434999,0.44647174995,cpu,1709300035.7747755,1709300034.0765347,1.816242638,0.0908121319,kdd_nsl/reports/gzip_logistic/20-0/train/c0a9c13532d69c7a00b1e0f3dc0fef41/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,c0a9c13532d69c7a00b1e0f3dc0fef41,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.1,deckard.base.model.ModelInitializer,,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
227,c8cc33b29a2f4b45c37b07e42a24e402,train,deckard.base.experiment.Experiment,c8cc33b29a2f4b45c37b07e42a24e402,kdd_nsl,cpu,c8cc33b29a2f4b45c37b07e42a24e402,c8cc33b29a2f4b45c37b07e42a24e402,GzipLogisticRegressor,c8cc33b29a2f4b45c37b07e42a24e402,c8cc33b29a2f4b45c37b07e42a24e402,0.47,18.30555149078369,cpu,1709299918.5617638,1709299911.5193534,7.499013382,0.3749506691,cpu,1709299911.5191052,1709299909.8696432,1.710692006,0.0855346003,kdd_nsl/reports/gzip_logistic/20-0/train/c8cc33b29a2f4b45c37b07e42a24e402/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,c8cc33b29a2f4b45c37b07e42a24e402,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
228,ccb5ce3eee4818c3921fe4410833a2b1,train,deckard.base.experiment.Experiment,ccb5ce3eee4818c3921fe4410833a2b1,kdd_nsl,cpu,ccb5ce3eee4818c3921fe4410833a2b1,ccb5ce3eee4818c3921fe4410833a2b1,GzipLogisticRegressor,ccb5ce3eee4818c3921fe4410833a2b1,ccb5ce3eee4818c3921fe4410833a2b1,0.53,16.233224906921386,cpu,1709299943.5793087,1709299934.9932165,9.150898799,0.45754493995,cpu,1709299934.9931064,1709299933.223476,1.850964682,0.0925482341,kdd_nsl/reports/gzip_logistic/20-0/train/ccb5ce3eee4818c3921fe4410833a2b1/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,ccb5ce3eee4818c3921fe4410833a2b1,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
229,cd5cc362a64f1600db5ba07f6cdb6238,train,deckard.base.experiment.Experiment,cd5cc362a64f1600db5ba07f6cdb6238,kdd_nsl,cpu,cd5cc362a64f1600db5ba07f6cdb6238,cd5cc362a64f1600db5ba07f6cdb6238,GzipLogisticRegressor,cd5cc362a64f1600db5ba07f6cdb6238,cd5cc362a64f1600db5ba07f6cdb6238,0.53,16.233224906921386,cpu,1709300000.396145,1709299991.3809352,9.390546131,0.46952730655,cpu,1709299991.3807683,1709299987.4605289,4.073559345,0.20367796725,kdd_nsl/reports/gzip_logistic/20-0/train/cd5cc362a64f1600db5ba07f6cdb6238/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,cd5cc362a64f1600db5ba07f6cdb6238,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
