,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
4d26cedf4bf07e906e6084b3cac3c01c,train,deckard.base.experiment.Experiment,4d26cedf4bf07e906e6084b3cac3c01c,DDoS,cpu,4d26cedf4bf07e906e6084b3cac3c01c,4d26cedf4bf07e906e6084b3cac3c01c,k-KNN,4d26cedf4bf07e906e6084b3cac3c01c,4d26cedf4bf07e906e6084b3cac3c01c,0.99,0.3453957599234097,cpu,1726237285.0864935,1726237158.609889,141.77974429,0.354449360725,cpu,1726237158.609778,1726237158.2319486,0.41141174,0.00041141174,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,4d26cedf4bf07e906e6084b3cac3c01c,predictions.json,reports/condense/knn/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,SVC,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.9,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
778091f39af1e280bf11bfb88fb5cb99,train,deckard.base.experiment.Experiment,778091f39af1e280bf11bfb88fb5cb99,DDoS,cpu,778091f39af1e280bf11bfb88fb5cb99,778091f39af1e280bf11bfb88fb5cb99,k-KNN,778091f39af1e280bf11bfb88fb5cb99,778091f39af1e280bf11bfb88fb5cb99,0.9925,0.2590468199425575,cpu,1726262020.0549192,1726261878.4073484,158.94239316,0.3973559829,cpu,1726261878.4072144,1726261875.1697905,3.27782601,0.00327782601,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,778091f39af1e280bf11bfb88fb5cb99,predictions.json,reports/condense/knn/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.9,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
7786d0b95757b1a0efd90741041e1782,train,deckard.base.experiment.Experiment,7786d0b95757b1a0efd90741041e1782,DDoS,cpu,7786d0b95757b1a0efd90741041e1782,7786d0b95757b1a0efd90741041e1782,k-KNN,7786d0b95757b1a0efd90741041e1782,7786d0b95757b1a0efd90741041e1782,0.99,0.3453957599234097,cpu,1726237233.1553552,1726237159.3625517,82.46810044,0.2061702511,cpu,1726237159.3624597,1726237158.232196,1.1635493,0.0011635493,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,7786d0b95757b1a0efd90741041e1782,predictions.json,reports/condense/knn/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,KNN,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.9,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
9a2d297343a0de7301ac690fc94630f1,train,deckard.base.experiment.Experiment,9a2d297343a0de7301ac690fc94630f1,DDoS,cpu,9a2d297343a0de7301ac690fc94630f1,9a2d297343a0de7301ac690fc94630f1,k-KNN,9a2d297343a0de7301ac690fc94630f1,9a2d297343a0de7301ac690fc94630f1,0.99,0.3453957599234097,cpu,1726237008.317141,1726236879.7812636,144.38675547,0.360966888675,cpu,1726236879.781141,1726236879.3194096,0.49541529,0.00049541529,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,9a2d297343a0de7301ac690fc94630f1,predictions.json,reports/condense/knn/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Medoid,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.9,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
5775fe16e8fc62f9af1c91a032321d8d,train,deckard.base.experiment.Experiment,5775fe16e8fc62f9af1c91a032321d8d,DDoS,cpu,5775fe16e8fc62f9af1c91a032321d8d,5775fe16e8fc62f9af1c91a032321d8d,k-KNN,5775fe16e8fc62f9af1c91a032321d8d,5775fe16e8fc62f9af1c91a032321d8d,0.9925,0.2590468199425575,cpu,1726237677.5795505,1726237564.8459442,126.87102064,0.3171775516,cpu,1726237564.8458326,1726237561.5349455,3.34646256,0.00334646256,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,5775fe16e8fc62f9af1c91a032321d8d,predictions.json,reports/condense/knn/gzip/0.8/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.8,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
8bd192225d2d4d2d8e8172db6b6a1b96,train,deckard.base.experiment.Experiment,8bd192225d2d4d2d8e8172db6b6a1b96,DDoS,cpu,8bd192225d2d4d2d8e8172db6b6a1b96,8bd192225d2d4d2d8e8172db6b6a1b96,k-KNN,8bd192225d2d4d2d8e8172db6b6a1b96,8bd192225d2d4d2d8e8172db6b6a1b96,0.985,0.518093639885114,cpu,1726313999.0015652,1726313908.8240485,101.20050814,0.25300127035,cpu,1726313908.8239331,1726313908.330215,0.54512674,0.00054512674,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,8bd192225d2d4d2d8e8172db6b6a1b96,predictions.json,reports/condense/knn/gzip/0.6/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,SVC,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.6,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
83b9a37bfa19f6fc2bdff5b7ed481130,train,deckard.base.experiment.Experiment,83b9a37bfa19f6fc2bdff5b7ed481130,DDoS,cpu,83b9a37bfa19f6fc2bdff5b7ed481130,83b9a37bfa19f6fc2bdff5b7ed481130,k-KNN,83b9a37bfa19f6fc2bdff5b7ed481130,83b9a37bfa19f6fc2bdff5b7ed481130,0.9775,0.7771404598276708,cpu,1726314206.9588609,1726314121.9804971,94.83786599,0.237094664975,cpu,1726314121.9803276,1726314121.4503458,0.57866668,0.00057866668,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,83b9a37bfa19f6fc2bdff5b7ed481130,predictions.json,reports/condense/knn/gzip/0.6/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Sum,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.6,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
7aeac82c92fc8762fde52e222e100ac9,train,deckard.base.experiment.Experiment,7aeac82c92fc8762fde52e222e100ac9,DDoS,cpu,7aeac82c92fc8762fde52e222e100ac9,7aeac82c92fc8762fde52e222e100ac9,k-KNN,7aeac82c92fc8762fde52e222e100ac9,7aeac82c92fc8762fde52e222e100ac9,0.99,0.3453957599234097,cpu,1726314321.0203238,1726314246.939711,83.00439053,0.207510976325,cpu,1726314246.9395735,1726314245.5951202,1.38070847,0.00138070847,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,7aeac82c92fc8762fde52e222e100ac9,predictions.json,reports/condense/knn/gzip/0.6/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,KNN,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.6,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
76cae9b0031e0f1a899f0a7d4bb47238,train,deckard.base.experiment.Experiment,76cae9b0031e0f1a899f0a7d4bb47238,DDoS,cpu,76cae9b0031e0f1a899f0a7d4bb47238,76cae9b0031e0f1a899f0a7d4bb47238,k-KNN,76cae9b0031e0f1a899f0a7d4bb47238,76cae9b0031e0f1a899f0a7d4bb47238,0.98,0.6907915198468184,cpu,1726394466.7102442,1726394421.1157956,51.08612514,0.12771531285,cpu,1726394421.1157076,1726394420.760229,0.39706582,0.00039706582,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,76cae9b0031e0f1a899f0a7d4bb47238,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Medoid,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
836e2eb97daf781fe88cfea8868cafbe,train,deckard.base.experiment.Experiment,836e2eb97daf781fe88cfea8868cafbe,DDoS,cpu,836e2eb97daf781fe88cfea8868cafbe,836e2eb97daf781fe88cfea8868cafbe,k-KNN,836e2eb97daf781fe88cfea8868cafbe,836e2eb97daf781fe88cfea8868cafbe,0.965,1.2088851597319317,cpu,1726394400.127417,1726394353.0786326,52.24442286,0.13061105715,cpu,1726394353.0785143,1726394352.6996503,0.41084914,0.00041084914,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,836e2eb97daf781fe88cfea8868cafbe,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Sum,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
89a30c59afe8ecb9084dda3d2c4e58c1,train,deckard.base.experiment.Experiment,89a30c59afe8ecb9084dda3d2c4e58c1,DDoS,cpu,89a30c59afe8ecb9084dda3d2c4e58c1,89a30c59afe8ecb9084dda3d2c4e58c1,k-KNN,89a30c59afe8ecb9084dda3d2c4e58c1,89a30c59afe8ecb9084dda3d2c4e58c1,0.975,0.8634893998085229,cpu,1726394343.0868924,1726394296.6134112,52.21089618,0.13052724045,cpu,1726394296.613305,1726394296.2653637,0.38188861,0.00038188861,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,89a30c59afe8ecb9084dda3d2c4e58c1,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Random,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
cfe801cfa50a9edf9a05cd161a230409,train,deckard.base.experiment.Experiment,cfe801cfa50a9edf9a05cd161a230409,DDoS,cpu,cfe801cfa50a9edf9a05cd161a230409,cfe801cfa50a9edf9a05cd161a230409,k-KNN,cfe801cfa50a9edf9a05cd161a230409,cfe801cfa50a9edf9a05cd161a230409,0.985,0.518093639885114,cpu,1726394399.4678187,1726394353.8840296,51.26728919,0.128168222975,cpu,1726394353.8839383,1726394352.700649,1.22267479,0.00122267479,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,cfe801cfa50a9edf9a05cd161a230409,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,KNN,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
f04b1afa23ffdf1b7574a3c78dbca0ea,train,deckard.base.experiment.Experiment,f04b1afa23ffdf1b7574a3c78dbca0ea,DDoS,cpu,f04b1afa23ffdf1b7574a3c78dbca0ea,f04b1afa23ffdf1b7574a3c78dbca0ea,k-KNN,f04b1afa23ffdf1b7574a3c78dbca0ea,f04b1afa23ffdf1b7574a3c78dbca0ea,0.985,0.518093639885114,cpu,1726394215.7700884,1726394169.8697555,51.47783128,0.1286945782,cpu,1726394169.8696413,1726394166.7148893,3.1881663,0.0031881663,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,f04b1afa23ffdf1b7574a3c78dbca0ea,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
12bb7c70ff6efb9e0995c45d5fcfa328,train,deckard.base.experiment.Experiment,12bb7c70ff6efb9e0995c45d5fcfa328,DDoS,cpu,12bb7c70ff6efb9e0995c45d5fcfa328,12bb7c70ff6efb9e0995c45d5fcfa328,k-KNN,12bb7c70ff6efb9e0995c45d5fcfa328,12bb7c70ff6efb9e0995c45d5fcfa328,0.99,0.3453957599234097,cpu,1726373930.7755916,1726373869.229028,69.06677754,0.17266694385,cpu,1726373869.2289388,1726373866.3314695,2.93297943,0.00293297943,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,12bb7c70ff6efb9e0995c45d5fcfa328,predictions.json,reports/condense/knn/gzip/0.4/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.4,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
2b6cce108b4cf0ab3d8ce10ff7afbea5,train,deckard.base.experiment.Experiment,2b6cce108b4cf0ab3d8ce10ff7afbea5,DDoS,cpu,2b6cce108b4cf0ab3d8ce10ff7afbea5,2b6cce108b4cf0ab3d8ce10ff7afbea5,k-KNN,2b6cce108b4cf0ab3d8ce10ff7afbea5,2b6cce108b4cf0ab3d8ce10ff7afbea5,0.99,0.3453957599234097,cpu,1726373440.641991,1726373379.4703918,68.60880593,0.171522014825,cpu,1726373379.4702964,1726373378.8013115,0.70283383,0.00070283383,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,2b6cce108b4cf0ab3d8ce10ff7afbea5,predictions.json,reports/condense/knn/gzip/0.4/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,NearMiss,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.4,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
30b5d13696bb87a8f5ac32a76478e62f,train,deckard.base.experiment.Experiment,30b5d13696bb87a8f5ac32a76478e62f,DDoS,cpu,30b5d13696bb87a8f5ac32a76478e62f,30b5d13696bb87a8f5ac32a76478e62f,k-KNN,30b5d13696bb87a8f5ac32a76478e62f,30b5d13696bb87a8f5ac32a76478e62f,0.9775,0.7771404598276707,cpu,1726373862.0506794,1726373803.7875724,64.87037111,0.162175927775,cpu,1726373803.7874796,1726373803.448691,0.37327468,0.00037327468,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,30b5d13696bb87a8f5ac32a76478e62f,predictions.json,reports/condense/knn/gzip/0.4/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Sum,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.4,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
53cfc57549c1ae81310b8e1dabadd544,train,deckard.base.experiment.Experiment,53cfc57549c1ae81310b8e1dabadd544,DDoS,cpu,53cfc57549c1ae81310b8e1dabadd544,53cfc57549c1ae81310b8e1dabadd544,k-KNN,53cfc57549c1ae81310b8e1dabadd544,53cfc57549c1ae81310b8e1dabadd544,0.9825,0.6044425798659662,cpu,1726373606.8362036,1726373546.2463834,67.94758268,0.1698689567,cpu,1726373546.2462974,1726373545.9013898,0.38181165,0.00038181165,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,53cfc57549c1ae81310b8e1dabadd544,predictions.json,reports/condense/knn/gzip/0.4/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Random,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.4,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
bb75da272e5ecfa29d90763eddaada92,train,deckard.base.experiment.Experiment,bb75da272e5ecfa29d90763eddaada92,DDoS,cpu,bb75da272e5ecfa29d90763eddaada92,bb75da272e5ecfa29d90763eddaada92,k-KNN,bb75da272e5ecfa29d90763eddaada92,bb75da272e5ecfa29d90763eddaada92,0.9925,0.2590468199425575,cpu,1726373798.3192685,1726373735.8683865,70.1660839,0.17541520975,cpu,1726373735.8682785,1726373735.5069218,0.40043328,0.00040043328,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,bb75da272e5ecfa29d90763eddaada92,predictions.json,reports/condense/knn/gzip/0.4/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Random,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.4,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
df114a01b941ecc9668eae3637e27f92,train,deckard.base.experiment.Experiment,df114a01b941ecc9668eae3637e27f92,DDoS,cpu,df114a01b941ecc9668eae3637e27f92,df114a01b941ecc9668eae3637e27f92,k-KNN,df114a01b941ecc9668eae3637e27f92,df114a01b941ecc9668eae3637e27f92,0.99,0.3453957599234097,cpu,1726373518.8167038,1726373455.771755,70.65861298,0.17664653245,cpu,1726373455.771665,1726373452.7081113,3.10159001,0.00310159001,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,df114a01b941ecc9668eae3637e27f92,predictions.json,reports/condense/knn/gzip/0.4/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.4,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
f94b0e6b55f685f7d59bbb8e94e39588,train,deckard.base.experiment.Experiment,f94b0e6b55f685f7d59bbb8e94e39588,DDoS,cpu,f94b0e6b55f685f7d59bbb8e94e39588,f94b0e6b55f685f7d59bbb8e94e39588,k-KNN,f94b0e6b55f685f7d59bbb8e94e39588,f94b0e6b55f685f7d59bbb8e94e39588,0.98,0.6907915198468184,cpu,1726373719.885887,1726373658.2704957,69.12601698,0.17281504245,cpu,1726373658.2704062,1726373657.9251697,0.38830922,0.00038830922,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,f94b0e6b55f685f7d59bbb8e94e39588,predictions.json,reports/condense/knn/gzip/0.4/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,SVC,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.4,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
215670821f8bf1360de4332ce1e749a4,train,deckard.base.experiment.Experiment,215670821f8bf1360de4332ce1e749a4,DDoS,cpu,215670821f8bf1360de4332ce1e749a4,215670821f8bf1360de4332ce1e749a4,k-KNN,215670821f8bf1360de4332ce1e749a4,215670821f8bf1360de4332ce1e749a4,0.99,0.3453957599234097,cpu,1726343141.9653149,1726343065.9986126,85.12476574,0.21281191435,cpu,1726343065.99851,1726343062.8602395,3.17878549,0.00317878549,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,215670821f8bf1360de4332ce1e749a4,predictions.json,reports/condense/knn/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,Hardness,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.5,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
466270f23976aa1a1e4bc3502fd0093e,train,deckard.base.experiment.Experiment,466270f23976aa1a1e4bc3502fd0093e,DDoS,cpu,466270f23976aa1a1e4bc3502fd0093e,466270f23976aa1a1e4bc3502fd0093e,k-KNN,466270f23976aa1a1e4bc3502fd0093e,466270f23976aa1a1e4bc3502fd0093e,0.99,0.3453957599234097,cpu,1726343227.503018,1726343151.9552386,84.79602738,0.21199006845,cpu,1726343151.955145,1726343151.2699606,0.72495652,0.00072495652,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,466270f23976aa1a1e4bc3502fd0093e,predictions.json,reports/condense/knn/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,brute,NearMiss,ddos/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.5,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
